,cost_for_two,cuisines,locality,rest_name
2015,,['Seafood'],Al Falah City,Al Mejdaf Seafood Resturant
2016,,"['Lebanese', 'Arabian', 'Seafood', 'Mandi']",Baniyas,Reem Al Badiya
2017,,['South Indian'],Al Gharbia,Best Quality Restaurant
2018,,['Fast Food'],Mussafah Sanaiya,Spicy Burger
2019,,"['Indian', 'South Indian', 'Chinese']",Al Shahama,Your Choice
2020,,"['Indian', 'Pakistani', 'Fast Food', 'Desserts', 'Beverages']",Mussafah Sanaiya,Super Food Palace
2021,,"['German', 'Turkish', 'Greek']",Al Dhafrah,Donerci
2022,,"['Fast Food', 'Juices']",Baniyas,Noor Al Fajr
2023,,"['Desserts', 'Bangladeshi']",Al Markaziya,Green Darbar Sweets
2024,,"['Pakistani', 'Indian', 'Chinese']",Al Markaziya,Nisar Restaurant
2025,,['Italian'],Al Mushrif,Mamma Mia
2026,,"['Indian', 'North Indian', 'South Indian']",Al Dhafrah,Star One Restaurant
2027,,"['Fast Food', 'Coffee', 'Tea']",Al Nahyan,Bait Al Shay Al Thahabi
2028,,"['Indian', 'South Indian']",Al Markaziya,Yasin Modern Restaurant
2029,,"['Fast Food', 'Juices']",Mussafah Shabiya,Safa Al Emarat
2030,,"['Cafe', 'Italian', 'Lebanese']",Al Nahyan,Kalispera Cafe
2031,,"['Fast Food', 'Burger', 'Beverages']",Al Markaziya,Chilly Burger
2032,,"['Fast Food', 'Coffee', 'Tea']",Najda,Barzat Tea Time
2033,,['Desserts'],Al Wahda,The Cookie Bandits
2034,,"['Arabian', 'Middle Eastern', 'Cafe']","Jumeirah At Saadiyat Island Resort, Saadiyat Island",Majlis Saadiyat - Jumeirah At Saadiyat Island Resort
2035,,['Fast Food'],Al Dhafrah,Shay Kashmiri Refreshments
2036,,['American'],Masdar City,Marl's Organic Kitchen
2037,,"['Fast Food', 'Juices', 'Coffee', 'Tea']",Tourist Club Area (Al Zahiyah),Karak Zone
2038,,['Fast Food'],Al Dhafrah,Shay Kashmiri Refreshments
2039,,"['Arabian', 'Middle Eastern', 'Cafe']","Jumeirah At Saadiyat Island Resort, Saadiyat Island",Majlis Saadiyat - Jumeirah At Saadiyat Island Resort
2040,,"['Arabian', 'Middle Eastern']",Al Shahama,Rabiul Emarat
2041,,"['Fast Food', 'Juices']",Al Shahama,Anter
2042,,"['Burger', 'Fast Food']","Al Bahar, Al Khubeirah",Pink Burger
2043,,['Cafe'],Muroor,Recharge Cafe
2044,,"['Arabian', 'Middle Eastern']","Yas Mall, Yas Island",Ana Restaurant
2045,,"['Indian', 'South Indian']",Mussafah Shabiya,Awash Palace
2046,,['Desserts'],"Al Hudayriat Beach, Al Bateen",Boutique Ice Cream
2047,,['Chinese'],Khalifa City,Chinese Palace Restaurant
2048,,"['Fast Food', 'Juices']",Al Dhafrah,Hot Chilli
2049,,"['Middle Eastern', 'Arabian']",Al Dhafrah,Hatim Altai Restaurant
2050,,['Pakistani'],Madinat Zayed,Shahi Tarka
2051,,['Beverages'],Al Nahyan,Juice Pump
2052,,"['Fast Food', 'Juices']",Muroor,Mac Burger
2053,,['Beverages'],"Ferrari World, Yas Island",Berry Bang
2054,,"['Kerala', 'Indian']",Al Markaziya,Sabira
2055,,['Chinese'],Khalifa City,Panda Chinese
2056,,['Indian'],Al Shahama,Armania Restaurant
2057,,"['Fast Food', 'Juices', 'Nepalese']",Al Markaziya,Bite & Relax Cafe
2058,,['Filipino'],Tourist Club Area (Al Zahiyah),White Lotus
2059,,"['Moroccan', 'Arabian', 'Middle Eastern']",Mussafah Sanaiya,Amoud Cafe
2060,,['Cafe'],"Aloft Hotel, Embassies District",Re:fuel - Aloft Hotel
2061,,"['Cafe', 'Desserts']","Bab Al Qasr Hotel, Al Khubeirah",Morjana - Bab Al Qasr
2062,,"['Lebanese', 'Middle Eastern', 'Beverages', 'Fast Food']",Tourist Club Area (Al Zahiyah),Shawarma Mood
2063,,['Fast Food'],Al Markaziya,Cool Drops Cafeteria
2064,,"['Indian', 'North Indian', 'Biryani', 'Desserts']",Mussafah Sanaiya,Right Choice Restaurant
2065,,['Ice Cream'],"Khalidiyah Mall, Al Khalidiya",Damasceno Ice Cream
2066,,"['Fast Food', 'Juices']",Muroor,Al Talla Refreshments
2067,,['Filipino'],Al Markaziya,Pinoy Street Food
2068,,['Egyptian'],Al Markaziya,Al Mudamis
2069,,"['Arabian', 'Middle Eastern', 'Asian']",Mussafah Shabiya,L'Arabia
2070,,"['Coffee', 'Beverages', 'Desserts']",Khalifa City,Glitch Specialty Coffee
2071,,['Seafood'],Mussafah Shabiya,The Villa Seafood Restaurant
2072,,"['Lebanese', 'Arabian', 'Middle Eastern', 'Grill']",Al Falah City,Alhara Allubnania
2073,,"['Fast Food', 'Juices']",Najda,Refreshments 2000
2074,,['Nepalese'],Mussafah Sanaiya,Nepali Restaurant
2075,,['Desserts'],Al Wahda,The Cookie Bandits
2076,,"['Fast Food', 'Juices', 'Arabian', 'Middle Eastern']",Mussafah Shabiya,Tasty & Enjoy Cafeteria
2077,,"['Arabian', 'Middle Eastern']","Tilal Liwa Hotel, Around Abu Dhabi",Layali Bar - Tilal Liwa
2078,,['Cafe'],Al Nahyan,La Vitre Cafe
2079,,['Cafe'],Al Bateen,Montauk
2080,,"['South Indian', 'North Indian']",Al Markaziya,Jumeirah Beach Cafeteria
2081,,"['Nepalese', 'Street Food']",Madinat Zayed,Momo Station Cafe
2082,,"['Beverages', 'Coffee', 'Tea']",Al Markaziya,Chattime
2083,,['Cafe'],"Yas Island Rotana, Yas Island",Island Cafe - Yas Island Rotana
2084,,['Mediterranean'],"Western Hotel Gayathi, Al Gharbia",Gayathi Pearl - Western Hotel Gayathi
2085,,['Cafe'],Al Khalidiya,Seattle's Best Coffee
2086,,"['Seafood', 'BBQ']",Mussafah Shabiya,Bharna
2087,,['Ethiopian'],Al Markaziya,Gebeta Restaurant
2088,,"['Fast Food', 'Juices']",Tourist Club Area (Al Zahiyah),Tea Palace
2089,,['Cafe'],"Le Méridien Village, Tourist Club Area (Al Zahiyah)",Al Finjan - Le Méridien Village
2090,,"['Fast Food', 'Juices', 'Coffee', 'Tea']",Al Markaziya,Tea Point
2091,,"['Lebanese', 'Arabian', 'Middle Eastern', 'Juices']",Al Falah City,Sultan Palace Pastry
2092,,['Asian'],Al Wahda,Hot Pot BBQ Buffet
2093,,"['Arabian', 'Middle Eastern']",Al Khalidiya,Malik Alfalafel
2094,,['Fast Food'],Mussafah Shabiya,Happy Fresh
2095,,['Filipino'],Al Dhafrah,Inasal
2096,,['Healthy Food'],"The Galleria, Al Maryah Island",Joga
2097,,"['Healthy Food', 'Desserts']",Al Nahyan,Acai bowls by UNDER500
2098,,"['Fast Food', 'Juices']","Central Mall, Khalifa City",Mysaan
2099,,['Cafe'],Al Nahyan,Cafe Renard
2100,,"['Indian', 'Chinese', 'Biryani', 'Beverages']",Al Gharbia,Chennai Spicy Restaurant
2101,,"['Fast Food', 'Tea']",Mussafah Shabiya,Samovar Tea
2102,,"['Arabian', 'Indian', 'Asian']",Al Dhafrah,Keita Restaurant
2103,,"['Fast Food', 'Burger', 'Grill']",Mussafah Sanaiya,Akhir Kalam Cafeteria
2104,,"['Cafe', 'Fast Food', 'Italian', 'Desserts', 'Beverages', 'Chinese']","Novotel Al Bustan, Al Mushrif",Mellow Cafe - Novotel Al Bustan
2105,,['South Indian'],Mussafah Sanaiya,Fresh Palace Restaurant
2106,,"['Arabian', 'Middle Eastern', 'Lebanese']",Al Wahda,Tawook Heroes
2107,,['Finger Food'],"Park Hyatt Abu Dhabi, Saadiyat Island",Shala Beach Lounge - Park Hyatt
2108,,"['Beverages', 'Ice Cream', 'Salad']",Mussafah Shabiya,Just Vitamins Fresh Juice
2109,,['Fast Food'],Al Markaziya,Tea Plus Tea Cafeteria
2110,,"['Fast Food', 'Burger', 'Grill']",Mussafah Sanaiya,Akhir Kalam Cafeteria
2111,,"['Fast Food', 'Juices', 'Tea']",Al Falah City,Jil Jalan
2112,,['American'],"Warner Bros. World Abu Dhabi, Yas Island",The Starlight
2113,,"['Mandi', 'Arabian']",Al Dhafrah,Saudi Cuisine
2114,,['Fast Food'],Mussafah Sanaiya,New Food Zone
2115,,['Cafe'],Mussafah Sanaiya,Brownies Coffee Shop
2116,,"['Cafe', 'Healthy Food', 'International', 'Fast Food', 'Beverages']",Embassies District,HEAT - Healthy Eats and Treats
2117,,['Pizza'],Al Khalidiya,NY Pizza & More
2118,,"['Healthy Food', 'Desserts']",Al Nahyan,Acai bowls by UNDER500
2119,,['Cafe'],Al Wahda,Oud Cafe
2120,,"['Fast Food', 'Tea']",Al Khalidiya,Tea Team
2121,,"['Fast Food', 'Middle Eastern', 'Arabian', 'Beverages']","Al Hudayriat Beach, Al Bateen",HARR & HLOO
2122,,['Italian'],"Warner Bros. World Abu Dhabi, Yas Island",Hollywood Trattoria
2123,,"['Fast Food', 'Juices', 'Coffee', 'Tea']",Al Shahama,Top Hot Cafe
2124,,['Beverages'],"The Abu Dhabi EDITION, Al Bateen",Library Bar - The Abu Dhabi EDITION
2125,,"['Mandi', 'Arabian']",Mussafah Shabiya,Quiatu For Mandi
2126,,"['Fast Food', 'Juices', 'Coffee', 'Tea']",Al Shahama,Top Hot Cafe
2127,,['Beverages'],"The Abu Dhabi EDITION, Al Bateen",Library Bar - The Abu Dhabi EDITION
2128,,"['Pakistani', 'Fast Food', 'Desserts', 'Beverages']",Mussafah Sanaiya,Azan Restaurant
2129,,"['Italian', 'Pizza', 'Desserts']",Al Mushrif,Luca
2130,,['Nepalese'],Mussafah Sanaiya,Makalu Restaurant
2131,,['Seafood'],Al Khalidiya,El Samaka El Saghira
2132,,"['Indian', 'Pakistani', 'Biryani', 'Chinese']",Mussafah Sanaiya,Gulf Garden
2133,,"['Fast Food', 'Coffee', 'Tea']",Al Markaziya,Eastern Tea
2134,,"['Cafe', 'Contemporary', 'Continental']",Khalifa City,Black Flat White
2135,,['Cafe'],Al Wahda,Byalah Cafe
2136,,['Cafe'],Al Shahama,Void Specialty Coffee
2137,,"['Indian', 'South Indian']",Al Markaziya,Al Misbah
2138,,"['Fast Food', 'Beverages']",Madinat Zayed,Toshka Cafeteria
2139,,"['Arabian', 'Middle Eastern', 'American']","World Trade Center Mall, Al Markaziya",Al Mandoos Restaurant & Cafe
2140,,"['Indian', 'Fast Food']",Al Shamkha,Siraj
2141,,['Fast Food'],Al Nahyan,Spot Karak
2142,,"['Fast Food', 'Beverages']",Baniyas,Shalimar Cafeteria
2143,,"['Turkish', 'Fast Food']","Deerfields Mall, Al Shahama",Kumpir
2144,,"['Bakery', 'Desserts']",Tourist Club Area (Al Zahiyah),Queens Bakery & Sweets
2145,,"['Arabian', 'Middle Eastern']",Al Shahama,Asmak Al Sultan
2146,,"['Fast Food', 'Juices']",Mussafah Shabiya,Burger World
2147,,"['Indian', 'Pakistani', 'Juices']",Al Mina,City Gate Restaurant
2148,,"['Arabian', 'Middle Eastern']",Al Gharbia,Tasty Chef Restaurant
2149,,['Cafe'],Khalifa Park Area,Oosh Cafe
2150,,['Middle Eastern'],Al Dhafrah,Tal Al Hawa
2151,,"['Fast Food', 'Grill', 'Juices']",Tourist Club Area (Al Zahiyah),Lipton Palace
2152,,"['Fast Food', 'Juices']",Al Wahda,Corner House
2153,,"['Fast Food', 'Burger']",Al Markaziya,Burger Bang Cafe
2154,,['Coffee'],Al Maqtaa,Grinta Coffee Shop
2155,,['Coffee'],Al Maqtaa,Grinta Coffee Shop
2156,,['Cafe'],Al Maryah Island,atRium Cafe
2157,,['Middle Eastern'],Al Dhafrah,Tal Al Hawa
2158,,"['Fast Food', 'Burger']",Al Markaziya,Burger Bang Cafe
2159,,"['Indian', 'South Indian']",Al Markaziya,Sun Light Restaurant
2160,,['Middle Eastern'],Tourist Club Area (Al Zahiyah),Nadosh Restaurant
2161,,['Cafe'],Al Markaziya,Mancha
2162,,['Fast Food'],Mussafah Shabiya,Golden Sheep Restaurant
2163,,['Cafe'],"World Trade Center Mall, Al Markaziya",The J Cafe
2164,,"['Contemporary', 'Continental']",Grand Hyatt Abu Dhabi Hotel & Residences Emirates Pearl...,Sahha
2165,,"['Mandi', 'Emirati', 'Arabian', 'Middle Eastern']",Al Shamkha,Al Raidan Mandi Wa Madhbi Restaurant
2166,,['European'],"Danat Jebel Dhanna Resort, Around Abu Dhabi",L'attitude - Danat Jebel Dhanna Resort
2167,,['Finger Food'],"Sheraton Hotel & Resort, Al Markaziya",Cloud Nine - Sheraton Hotel & Resort
2168,,"['Indian', 'South Indian']",Al Markaziya,Rafeeda
2169,,"['Arabian', 'Middle Eastern']",Al Shahama,Kabab Alshaif Restaurant
2170,,['Italian'],"Al Wathba, A Luxury Collection Desert Resort & Spa, Al...","Terra Secca - Al Wathba, A Luxury Collection Desert..."
2171,,"['Fast Food', 'Coffee', 'Tea']",Baniyas,Star Tea
2172,,"['Bakery', 'Desserts', 'Arabian', 'Middle Eastern']",Mussafah Shabiya,Dar Al Dhabi
2173,,['Cafe'],"City Seasons Al Hamra, Najda",Cafe Trottoir
2174,,['Pakistani'],Tourist Club Area (Al Zahiyah),Roti Salan Restaurant
2175,,"['Egyptian', 'Arabian', 'Middle Eastern']",Al Khalidiya,Daar Jeddi
2176,,"['Emirati', 'Arabian', 'Middle Eastern']",Al Shahama,Dar Al Mashakeek
2177,,['Pizza'],"Makani, Mussafah Shabiya",Domino's
2178,,"['Indian', 'South Indian']",Mussafah Sanaiya,Chennai Royal Crown
2179,,"['Seafood', 'Sushi']",Mussafah Shabiya,Prime Sushi
2180,,['Fast Food'],Al Shamkha,Arabian Hut
2181,,"['Indian', 'Biryani']",Mussafah Sanaiya,Tasty Darbar
2182,,"['Indian', 'South Indian']",Mussafah Shabiya,Hazar
2183,,"['Arabian', 'Middle Eastern']",Al Shahama,Tahi Al Qosoor
2184,,['Fast Food'],Mussafah Sanaiya,Mega Chicken
2185,,"['Fast Food', 'Beverages']",Al Falah City,The Burgurry
2186,,"['Indian', 'Biryani']",Mussafah Sanaiya,Tasty Darbar
2187,,"['Finger Food', 'Desserts']","Premier Inn, Embassies District",Lounge One - Premier Inn
2188,,"['Mandi', 'Arabian', 'Middle Eastern']",Baniyas,New Yemen Restaurant
2189,,"['Japanese', 'Sushi']","Yas Mall, Yas Island",NIRI Restaurant & Bar
2190,,"['Indian', 'Middle Eastern']",Al Mushrif,Sea Land Restaurant
2191,,['Indian'],"Western Hotel Madinat Zayed, Al Gharbia",Chutney - Western Hotel Madinat Zayed
2192,,"['Arabian', 'Mandi', 'Seafood']",Baniyas,Al Waleed
2193,,"['Burger', 'Fast Food']",Al Wahda,Burgerat
2194,,['Chinese'],Abu Dhabi International Airport,Yum Cha
2195,,['Indian'],Al Maqtaa,Baith Albaraka
2196,,"['Cafe', 'Coffee']",Al Mushrif,Hazzaa Specialty Coffee
2197,,"['Indian', 'Hyderabadi']",Mussafah Shabiya,Golconda Restaurant
2198,,"['Cafe', 'Beverages']","Novel Hotel City Center, Al Markaziya",Kasbah Cafe- Novel Hotel City Center
2199,,"['Japanese', 'Asian']",Al Markaziya,SUMMIT HINOMARU SHOKUDO
2200,,"['Arabian', 'Middle Eastern']",Al Shahama,Debs W Remman Restaurant
2201,,['Indian'],Mussafah Shabiya,South Hill Restaurant
2202,,['Desserts'],Al Shahama,Kanafandi Sweets
2203,,['Cafe'],Beach Rotana Residences,Al Yasmine Lobby Lounge
2204,,['Beverages'],Najda,Zagu Milk Tea Drinks Cafe
2205,,"['Fast Food', 'Juices']",Mussafah Shabiya,Tea World
2206,,['Cafe'],Al Shahama,S Cafe
2207,,"['Arabian', 'Continental', 'Middle Eastern', 'Healthy Food', 'Moroccan']","Murjan Asfar Hotel Apartments, Al Karamah",Naghma And Atay  Moroccon Restaurant And Sweets
2208,,"['North Indian', 'South Indian', 'Chinese', 'Biryani']",Al Markaziya,Lomy King
2209,,['Indian'],Madinat Zayed,Karak Tea Hub
2210,,"['Cafe', 'Coffee']","Al Mariah Mall, Al Markaziya",Al Maraya Coffee Shop
2211,,['Cafe'],Muroor,Soo Matcha Cafe
2212,,['Fast Food'],Madinat Zayed,Good Hot Tea
2213,,['Desserts'],Al Maqtaa,Fluffy Fluffy
2214,,"['Arabian', 'Middle Eastern']",Al Khalidiya,Turath Al Madeena
2215,,"['Emirati', 'International']",Al Markaziya,Rosso
2216,,['Fast Food'],Muroor,Masafi Refreshments
2217,,"['Arabian', 'Middle Eastern', 'Indian', 'Fast Food']",Ghantoot,Ghantoot Royal Restaurant
2218,,"['Arabian', 'Middle Eastern']",Al Shamkha,Qasir Al Walima Restaurant
2219,,"['Indian', 'South Indian', 'Kerala']",Madinat Zayed,City Tea
2220,,"['Kerala', 'South Indian']",Mussafah Sanaiya,Achayans Restaurant
2221,,['Fast Food'],Muroor,Chef Break
2222,,['Fast Food'],Tourist Club Area (Al Zahiyah),Chickin
2223,,"['Fast Food', 'Juices', 'Arabian', 'Middle Eastern']",Khalifa City,Four Star Famous Cafeteria
2224,,"['Biryani', 'Indian']",Al Maqtaa,Bain Al Jasrain
2225,,['International'],"Hilton Abu Dhabi, Yas Island",Graphos Social Kitchen
2226,,"['Desserts', 'North Indian', 'Street Food']",Al Markaziya,Rudra Sweets
2227,,['South Indian'],Mussafah Shabiya,Madras Corner Restuarant
2228,,"['Fast Food', 'South Indian', 'Beverages']",Mussafah Shabiya,Abu Iman Refreshments
2229,,['Cafe'],Khalifa City,Saddle
2230,,['Lebanese'],Al Nahyan,Antika Gourmet
2231,,['Indian'],Al Markaziya,Happy Swad Restaurant
2232,,"['Fast Food', 'Juices']",Baniyas,Thadkar Refreshments
2233,,"['Lebanese', 'Arabian', 'Middle Eastern']",Al Khalidiya,Rozanah
2234,,"['Cafe', 'Fast Food']",Khalifa Park Area,Gamers Lounge
2235,,"['Indian', 'South Indian']",Mussafah Sanaiya,Kanji Kada Fresh Palace
2236,,"['Indian', 'Chinese']",Mussafah Shabiya,Tabarak
2237,,"['Desserts', 'Bakery']",Al Markaziya,Al Basma Pastry
2238,,"['Fast Food', 'Beverages']",Al Karamah,20%80
2239,,"['Fast Food', 'Kerala', 'Juices']",Tourist Club Area (Al Zahiyah),Samawar Tea
2240,,['Fast Food'],Madinat Zayed,Uyooni
2241,,['Arabian'],Mussafah Shabiya,Layali Al Sham Broasted
2242,,"['Fast Food', 'Coffee', 'Tea']",Al Maqtaa,Najem Al Jusrain
2243,,"['Indian', 'Biryani']",Mussafah Sanaiya,Biryani House
2244,,['Desserts'],Al Dhafrah,Dalah Al Musk Sweet
2245,,"['Fast Food', 'Juices']",Muroor,Al Zaafran Refreshments
2246,,"['Mandi', 'Arabian', 'Middle Eastern']",Baniyas,Emirates Tower
2247,,['Cafe'],"Centro Capital Centre, Embassies District",c.deli
2248,,['Filipino'],Al Markaziya,Precious Lugaw
2249,,"['Ice Cream', 'Beverages']",Al Mushrif,Mira's Creamery
2250,,['International'],Al Wahda,Levant Corner
2251,,"['Cafe', 'Coffee', 'Tea']",Al Dhafrah,DCafe
2252,,"['Fast Food', 'Beverages']",Mussafah Shabiya,Faith Cafeteria
2253,,"['Fast Food', 'Tea']","Shams BOUTIK, Al Reem Island",Artificial Tea Time
2254,,"['American', 'Burger']",Al Wahda,Jet Set Burger - Tastes From Around The World
2255,,['Cafe'],Al Mushrif,Cafe Al Mrzab - مقهى المرزاب
2256,,"['Fast Food', 'Coffee', 'Tea']",Al Markaziya,Nice Karak
2257,,"['Arabian', 'Middle Eastern', 'Indian']",Mussafah Sanaiya,Grand Jabel Al Noor
2258,,"['Fast Food', 'Coffee', 'Tea']",Al Markaziya,Nice Karak
2259,,"['Arabian', 'Middle Eastern', 'Indian']",Mussafah Sanaiya,Grand Jabel Al Noor
2260,,"['Desserts', 'Bakery']",Al Markaziya,Al Basma Pastry
2261,,"['South Indian', 'Indian']",Al Shahama,Nine Star
2262,,"['Cafe', 'Coffee']","Makani Al Shamkha Shopping Center, Al Shamkha",NINE BAR
2263,,"['Cafe', 'Continental', 'Juices', 'Beverages']",Al Khalidiya,Lets Talk Riz Corner Cafe
2264,,['Desserts'],Al Dhafrah,Dalah Al Musk Sweet
2265,,"['South Indian', 'Indian']",Mussafah Shabiya,Telugu Spicy Restaurant
2266,,['Indian'],"Ruwais Mall, Ruwais",Spice Lounge
2267,,['Fast Food'],Al Mushrif,Blue Shine Restaurant
2268,,"['Bakery', 'Desserts']",Al Shahama,Cake Al Taybeen
2269,,"['Middle Eastern', 'Arabian', 'Lebanese']",Al Khalidiya,Fawal Abdun Restaurant
2270,,['Fast Food'],Mussafah Shabiya,Star Galaxy
2271,,['Fast Food'],Al Mushrif,Arabian Sea
2272,,['Fast Food'],Tourist Club Area (Al Zahiyah),City Express Cafeteria
2273,,"['Seafood', 'Mediterranean', 'Turkish']",Rixos Premium Saadiyat Island,Mermaid - Rixos Premium Saadiyat Island
2274,,"['Arabian', 'Middle Eastern', 'Asian']","Millennium Central Mafraq Hotel, Al Mafraq",Oasis Oriental Restaurant - Millennium Central...
2275,,['North Indian'],Mussafah Sanaiya,Ayoon Al Dhabi
2276,,['Fast Food'],Najda,Eat Max Cafeteria
2277,,"['Middle Eastern', 'Arabian', 'Lebanese']",Al Khalidiya,Fawal Abdun Restaurant
2278,,['Filipino'],Al Markaziya,The Skewers
2279,,"['Cafe', 'Beverages', 'Desserts']",Al Nahyan,3 Guys
2280,,['Street Food'],Al Khalidiya,Potato Oven
2281,,"['Arabian', 'Middle Eastern']",Mussafah Sanaiya,Deerti Restaurant & Kitchen
2282,,"['Fast Food', 'Coffee', 'Tea']",Al Khalidiya,Royal Tea
2283,,['Fast Food'],Mussafah Shabiya,White Rose
2284,,['Fast Food'],Al Khalidiya,Chicky Bells
2285,,"['American', 'Pizza', 'Fast Food']",Eastern Mangroves,Project P
2286,,"['Cafe', 'Coffee']",Al Bateen,Cartel Coffee Roasters
2287,,"['Indian', 'Pakistani', 'Chinese']",Mussafah Sanaiya,Khyber Kashmir
2288,,['Asian'],Al Shahama,Mulan Restaurant
2289,,"['Indian', 'South Indian', 'Chinese']",Tourist Club Area (Al Zahiyah),Cannanore Paragon
2290,,['Cafe'],Tourist Club Area (Al Zahiyah),Coffee Planet
2291,,['Cafe'],"Danat Jebel Dhanna Resort, Around Abu Dhabi",C View - Danat Jebel Dhanna Resort
2292,,"['Lebanese', 'Arabian', 'Middle Eastern']",Al Gharbia,Al Nafoora Restaurant
2293,,"['Fast Food', 'Beverages']",Al Shahama,Tea Centre
2294,,"['Healthy Food', 'Poké']",Al Nahyan,Poke Poke
2295,,"['Fast Food', 'Juices']",Muroor,Rola Refreshments
2296,,"['Burger', 'Fast Food']",Al Mushrif,I Love Burgers
2297,,"['Indian', 'South Indian', 'Kerala', 'Seafood']",Mussafah Sanaiya,Blue Malabar Restaurant
2298,,['Fast Food'],Mussafah Shabiya,Tea Plaza Cafeteria
2299,,"['Italian', 'Indian']","Mirfa Hotel, Al Gharbia",Manara Al Marfa - Mirfa Hotel
2300,,"['Arabian', 'Middle Eastern']","World Trade Center Mall, Al Markaziya",Min El Akher Restaurant
2301,,"['Fast Food', 'Juices']",Madinat Zayed,Hud Hud
2302,,"['South Indian', 'Fast Food']",Al Markaziya,Sweet Spring Tea
2303,,"['Fast Food', 'Juices']",Madinat Zayed,Hud Hud
2304,,"['South Indian', 'Fast Food']",Al Markaziya,Sweet Spring Tea
2305,,['Desserts'],Al Wahda,Monkey Cookies
2306,,"['Fast Food', 'Juices']",Al Shahama,Al Ahsan Refreshment
2307,,"['Fast Food', 'Pizza']",Tourist Club Area (Al Zahiyah),Le Chandelier
2308,,"['Fast Food', 'Juices']",Al Nahyan,Mammu Tea
2309,,"['Kerala', 'South Indian', 'North Indian', 'Chinese']",Mussafah Sanaiya,Kannur Restaurant
2310,,"['Cafe', 'Coffee']",Al Reef,Meraki Cafe
2311,,"['Arabian', 'Middle Eastern']",Embassies District,Restaurant SeventySix
2312,,"['Indian', 'South Indian']",Al Karamah,Green Spike
2313,,['Indian'],Mussafah Sanaiya,Purity Restaurant
2314,,['Finger Food'],"Khalidiya Palace Rayhaan by Rotana, Al Khubeirah",Sunset Bar - Khalidiya Palace Rayhaan by Rotana
2315,,"['South Indian', 'Chinese']",Mussafah Shabiya,Al Jouhara
2316,,['Spanish'],Al Khubeirah,Seville’s Restaurant
2317,,['Desserts'],Mussafah Shabiya,Ahlaa Kanafa
2318,,"['Fast Food', 'Juices']",Mussafah Shabiya,University Karak Cafeteria
2319,,['Ethiopian'],Mussafah Shabiya,Abyssinia
2320,,['Afghan'],Mussafah Sanaiya,Bukhari Kabul Alafghani
2321,,['Indian'],Mussafah Sanaiya,Mussafah Sanahiya
2322,,['Pakistani'],Baniyas,Siraj
2323,,"['Indian', 'South Indian']",Tourist Club Area (Al Zahiyah),Natural Flower Cafeteria
2324,,['Lebanese'],Madinat Zayed,Al Safwa Pastries - معجنات الصفوة
2325,,"['South Indian', 'Chinese']",Tourist Club Area (Al Zahiyah),Triveni Resturant
2326,,"['Pakistani', 'Hyderabadi', 'Indian']",Mussafah Sanaiya,Khyber Dera Restaurant
2327,,['Egyptian'],"Al Bahar, Al Khubeirah",Koshari Afandina
2328,,"['Fast Food', 'Juices']",Mussafah Shabiya,Cocktail Burger Refreshment
2329,,['Fast Food'],Mussafah Shabiya,Tasty Cafeteria
2330,,"['Fast Food', 'Juices']",Mussafah Sanaiya,Mega Burger
2331,,['Cafe'],Al Raha,Kingston 21 Jamaican Restaurant and Cafe
2332,,"['Lebanese', 'Cafe', 'Beverages']",Al Reem Island,Marjouha
2333,,['Fast Food'],Mussafah Shabiya,Drink Tea
2334,,"['Fast Food', 'Juices']",Al Markaziya,Grand Diamond Tea
2335,,"['Fast Food', 'Juices']",Mussafah Sanaiya,Wardat Al Madina Cafeteria
2336,,"['Healthy Food', 'Salad']",Al Wahda,The Green Fridge | Salads and More
2337,,['Fast Food'],Al Shahama,Tea Day Cafeteria
2338,,"['Japanese', 'Desserts']","Dalma Mall, Mussafah Sanaiya",Japanese Cheese Cake
2339,,['Cafe'],Al Bateen,Spin Speciality Coffee
2340,,['Fast Food'],Al Wahda,Blue Bright Cafe
2341,,"['South Indian', 'Biryani']",Mussafah Shabiya,Sahal Alaarab Restaurant
2342,,['Indian'],Tourist Club Area (Al Zahiyah),Madras Corner Restuarant
2343,,"['Arabian', 'Middle Eastern']",Tourist Club Area (Al Zahiyah),Alddijaj Almumiaz Restaurant
2344,,['Desserts'],Al Mina,Ur Destination
2345,,"['Indian', 'Fast Food', 'Beverages']",Mussafah Shabiya,Kannur Makkani
2346,,['Arabian'],Mussafah Shabiya,Matcolsh Lahad
2347,,['Cafe'],"Crowne Plaza Abu Dhabi, Al Markaziya",Cappuccino's - Crowne Plaza Abu Dhabi
2348,,"['Arabian', 'Mandi']",Al Shahama,Abu Dhabi Oasis
2349,,"['Mediterranean', 'Pizza']",Al Karamah,Red Apron
2350,,['Cafe'],Al Nahyan,Donuts Break
2351,,['Asian'],"Al Diar Capital Hotel, Tourist Club Area",Groovz Bar & Restaurant
2352,,"['Cafe', 'Desserts']","Saadiyat Rotana Resort & Villas, Saadiyat Island",Sama Lobby Lounge - Saadiyat Rotana Resort & Villas
2353,,"['Arabian', 'Middle Eastern']",Embassies District,Restaurant SeventySix
2354,,['Cafe'],Saadiyat Island,Alkalime
2355,,"['Arabian', 'Middle Eastern']",Al Shahama,Tahi Al Qosoor
2356,,"['Italian', 'Salad']",Khalifa Park Area,Salad Box
2357,,['Grill'],Al Shahama,Embers Restaurant
2358,,"['Arabian', 'Middle Eastern']",Al Mafraq,Rukn Al Khaleej
