,cost_for_two,cuisines,locality,rest_name
873,,"['Indian', 'Biryani']",Mussafah Sanaiya,Biryani Box
874,,"['Cafe', 'Beverages']","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",Caffè Nero
875,,"['Cafe', 'Bakery']",Al Khalidiya,Al Afiya French Bakery
876,,['Greek'],"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",Athena
877,,"['Italian', 'European']","Centro Capital Centre, Embassies District",c.taste
878,,"['Indian', 'South Indian', 'North Indian']",Mussafah Shabiya,Pure Veg Reastaurant
879,,['Cafe'],Al Mushrif,Topit Cafe
880,,"['Arabian', 'Middle Eastern']",Al Bateen,Salama' s
881,,['Indian'],"Yas Mall, Yas Island",Kailash Parbat
882,,"['Desserts', 'Arabian', 'Middle Eastern']",Al Wahda,Kanafty
883,,"['Bakery', 'Desserts']",Tourist Club Area (Al Zahiyah),Sea Side
884,,['Pakistani'],Tourist Club Area (Al Zahiyah),The Second Wife Restaurant
885,,"['Pizza', 'Fast Food']",Mussafah Shabiya,Pizza Zone
886,,"['Italian', 'Arabian', 'Middle Eastern']",Saadiyat Island,Hawksbill
887,,"['Desserts', 'Arabian', 'Middle Eastern']",Al Wahda,Kanafty
888,,['Pakistani'],Tourist Club Area (Al Zahiyah),The Second Wife Restaurant
889,,"['Lebanese', 'Arabian', 'Middle Eastern']",Al Dhafrah,Al Shatir Hassan
890,,['Italian'],"Jumeirah At Saadiyat Island Resort, Saadiyat Island",Mare Mare - Jumeirah At Saadiyat Island Resort
891,,['Pizza'],Khalifa City,Weirdough
892,,"['Finger Food', 'Mediterranean']","Radisson Blu Hotel & Resort, Al Khubeirah",West Bay Lounge
893,,"['Arabian', 'Lebanese', 'Seafood']",Marina Village,Al Asalah Restaurant
894,,"['Arabian', 'Middle Eastern', 'Pizza']",Al Nahyan,Taj Al Ameer Pastry
895,,"['Indian', 'Chinese', 'Beverages']",Tourist Club Area (Al Zahiyah),Empire Mangalore Restaurant
896,,"['Burger', 'Fast Food', 'Beverages']",Al Mushrif,Paratta Station
897,,"['European', 'Mediterranean', 'Italian', 'Steak', 'Asian']","Zaya Nurai Island, Near Saadiyat Island",Frangipani
898,,['Healthy Food'],Al Reem Island,Urban Portion
899,,['Healthy Food'],Al Nahyan,All Things Acai
900,,"['Arabian', 'Middle Eastern', 'Lebanese']","Millennium Capital Gate, Abu Dhabi",Dahab Restaurant & Lounge - Millennium Capital Gate
901,,"['Ice Cream', 'Desserts', 'Beverages']",Tourist Club Area (Al Zahiyah),Baskin Robbins
902,,['Desserts'],Al Khalidiya,Maison Sucre
903,,['Seafood'],Al Reem Island,The Chippy
904,,"['Asian', 'Japanese', 'Sushi']",Al Dhafrah,Asia Bistro
905,,"['Fast Food', 'Grill', 'Juices']",Tourist Club Area (Al Zahiyah),Safari Fresh Chicken
906,,['Cafe'],Khalifa Park Area,Notes Cafe
907,,"['Arabian', 'Middle Eastern']",Al Khalidiya,Shawarma Al Rannah
908,,"['Moroccan', 'Italian', 'Beverages']",Tourist Club Area (Al Zahiyah),Panini Di Casa
909,,"['Desserts', 'Burger', 'Salad', 'Fast Food']",Al Wahda,Minis
910,,['Mexican'],"The Galleria, Al Maryah Island",Tortilla
911,,"['Asian', 'Arabian']","Holiday Inn, Embassies District",Silk Route Cafe - Holiday Inn
912,,"['Finger Food', 'African']","TRYP by Wyndham, Al Markaziya",Rock Pool
913,,"['Biryani', 'Indian', 'Chinese', 'Fast Food', 'Desserts', 'Beverages']",Mussafah Shabiya,Biryani Concepts
914,,['Mexican'],Al Dhafrah,Tikka Taco
915,,"['Asian', 'Japanese', 'Sushi']","Al Reef Community Centre, Al Reef",Wakumi
916,,"['Indian', 'Kerala', 'Seafood']",Mussafah Sanaiya,Kallayi Fish Grill Restaurant
917,,['Hyderabadi'],Al Markaziya,Hyderabad Spice Restaurant
918,,"['Arabian', 'Middle Eastern']",Al Falah City,Karam Beirut Restaurant & Cafeteria
919,,"['Ice Cream', 'Desserts']","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",Häagen-Dazs
920,,"['Indian', 'South Indian', 'Chettinad', 'Chinese']",Muroor,Indian Coffee House
921,,"['Indian', 'Pakistani', 'Afghan', 'BBQ', 'Grill']",Mussafah Sanaiya,Khyber Shinwari B.B.Q
922,,['Chinese'],"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",Manchow Wok
923,,"['Arabian', 'Middle Eastern', 'Turkish', 'Beverages']","Jumeirah At Saadiyat Island Resort, Saadiyat Island",Tean - Jumeirah At Saadiyat Island Resort
924,,['Lebanese'],Al Khalidiya,Lebanese Spike
925,,['Italian'],"Bawabat Al Sharq Mall, Baniyas",Pasta Tutti Giorni
926,,"['Japanese', 'Sushi']",Saadiyat Island,Sushi Counter - سوشي كاونتر
927,,"['Indian', 'Pakistani']",Mussafah Shabiya,Abu Ashraf Restaurant
928,,"['Desserts', 'Indian']",Al Markaziya,Sri Krishna Sweets
929,,"['Lebanese', 'Beverages']",Mussafah Shabiya,Mawal Al Sham Flower
930,,"['Lebanese', 'Beverages']",Mussafah Shabiya,Mawal Al Sham Flower
931,,"['Arabian', 'Middle Eastern']",Al Khalidiya,Al Rayan
932,,"['South Indian', 'Chinese', 'Biryani']",Madinat Zayed,Mannat Restaurant
933,,"['Arabian', 'Middle Eastern']",Al Dhafrah,Dubai Special Kabab Grills
934,,"['Desserts', 'Beverages']",Al Shahama,Crepe & Kunafa Corner Cafeteria
935,,"['Indian', 'Chinese', 'Grill', 'Fast Food', 'Juices']",Tourist Club Area (Al Zahiyah),Abu Al Nasar
936,,"['Italian', 'Beverages']",Grand Hyatt Abu Dhabi Hotel & Residences Emirates Pearl...,Verso
937,,['Burger'],Tourist Club Area (Al Zahiyah),Good Burger
938,,"['Pizza', 'American', 'Fast Food']","The Galleria, Al Maryah Island",Blaze Pizza
939,,['Lebanese'],Al Nahyan,Chtaura Pastry
940,,"['Healthy Food', 'Salad']",Najda,The Good Bowl
941,,['Desserts'],Al Mushrif,Crepelicious Sweet
942,,"['Fast Food', 'Grill']",Mussafah Shabiya,Al Kashkha
943,,['Middle Eastern'],Al Khalidiya,Kabab Erbil Iraqi
944,,"['South Indian', 'Kerala']",Al Dhafrah,Calicut Live
945,,['Cafe'],Mussafah Shabiya,Taqnida
946,,"['Healthy Food', 'Fast Food']",Al Nahyan,Diet House Restaurants
947,,"['Cafe', 'Desserts', 'Beverages', 'Fast Food']","Al Wahda Mall, Al Wahda",The Chocolate Room
948,,"['Lebanese', 'Cafe', 'Italian']",Tourist Club Area (Al Zahiyah),Planet Restaurant
949,,['Cafe'],Al Madina Al Riyadiya,DRVN Coffee
950,,"['Indian', 'South Indian', 'Kerala']",Madinat Zayed,Mint Garden
951,,"['Lebanese', 'Turkish']",Mussafah Shabiya,Al Mansaf Al Moloki
952,,['South Indian'],Mussafah Shabiya,South Indian Restaurant
953,,['Fast Food'],Mussafah Sanaiya,Raptor's
954,,['Italian'],"Novotel Gate Hotel, Bain Al Jessrain",Gabbiano Italian Restaurant
955,,"['Desserts', 'Bakery']",Al Mushrif,Cake Gallery
956,,"['Fast Food', 'Juices']",Al Khalidiya,Nabras Refreshments
957,,"['Indian', 'South Indian', 'North Indian', 'Chinese']",Muroor,Hanin Oasis
958,,"['Arabian', 'Middle Eastern', 'Italian']","Anantara, Eastern Mangroves",The Pool Deck
959,,['Italian'],"The Westin Abu Dhabi Golf Resort & Spa, Khalifa City",Sacci  - The Westin Abu Dhabi Golf Resort & Spa
960,,"['Arabian', 'North Indian', 'South Indian', 'BBQ', 'Chinese', 'Kerala', 'Mughlai']",Tourist Club Area (Al Zahiyah),Noor Juice & Grill Restaurant
961,,"['Healthy Food', 'Salad']",Al Mushrif,Protein Box Restaurant
962,,"['Cafe', 'Fast Food', 'Beverages']",Mussafah Shabiya,Cafe Highway
963,,['Cafe'],"Dalma Mall, Mussafah Sanaiya",Third Avenue Cafe
964,,['Italian'],"Marina Mall, Marina Village",Vapiano
965,,['Lebanese'],Al Nahyan,Salt & Pepper Pastries
966,,"['Fast Food', 'Arabian', 'Middle Eastern']",Al Khalidiya,Home Made
967,,"['Arabian', 'Italian', 'Asian']","Novotel Al Bustan, Al Mushrif",Pepper Restaurant- Novotel Al Bustan
968,,"['Indian', 'Pakistani', 'Biryani']","Al Raha Mall, Al Raha",Parivar Restaurant
969,,"['Desserts', 'Bakery']",Al Nahyan,La Torta Cakes & Sweets
970,,"['Indian', 'Biryani']",Najda,Food Point
971,,"['Fast Food', 'Juices']",Al Dhafrah,Golden Victory
972,,['Spanish'],"Pearl Rotana - Capital Centre, Embassies District",The Warehouse Wine & Tapas Bar
973,,"['Chinese', 'Asian']","Al Raha Mall, Al Raha",Soy Express
974,,"['Japanese', 'Bakery', 'Desserts']",Muroor,Five J Bakery
975,,"['Japanese', 'Bakery', 'Desserts']",Muroor,Five J Bakery
976,,"['Arabian', 'Middle Eastern', 'Fast Food', 'Burger']",Al Wahda,Made With Love
977,,"['Chinese', 'Asian']","Al Raha Mall, Al Raha",Soy Express
978,,['African'],Najda,African Dishes Restaurant
979,,"['Juices', 'Desserts']",Al Mushrif,Aseer Time
980,,['Fast Food'],Mussafah Shabiya,Happy Burger
981,,"['North Indian', 'South Indian', 'Chinese', 'Middle Eastern']",Mussafah Sanaiya,Le Majlis Restaurant
982,,"['Indian', 'North Indian', 'Biryani']",Al Nahyan,Twelve Spices
983,,"['Fast Food', 'Juices']",Al Markaziya,Eat 'n' Joy
984,,"['Fast Food', 'Grill', 'Desserts', 'Beverages']",Mussafah Shabiya,Zaitoon Cafeteria
985,,['Cafe'],Al Nahyan,Stella's
986,,['Mexican'],"Zaya Nurai Island, Near Saadiyat Island",Dusk
987,,"['European', 'Asian', 'Arabian', 'Mediterranean']","InterContinental Abu Dhabi, Al Khubeirah",Selections
988,,"['Beverages', 'Fast Food', 'Desserts']",Al Nahyan,Social
989,,['Italian'],Al Markaziya,C House Lounge
990,,"['Cafe', 'Healthy Food']",Al Reem Island,Hinds Cafe
991,,"['Kebab', 'Fast Food', 'Beverages']",Al Mushrif,Alpasha Gourmet
992,,"['Fast Food', 'Emirati', 'Beverages']",Mussafah Shabiya,Rqaq House Cafeteria - رقاق هاوس
993,,"['Fast Food', 'Arabian', 'Middle Eastern']",Khalifa Park Area,OUS Restaurant
994,,"['Turkish', 'Emirati', 'Moroccan']",Al Khalidiya,Villa Al Afiya
995,,['Sri Lankan'],Al Markaziya,Paprika Restaurant
996,,"['British', 'Finger Food']","Holiday Inn Abu Dhabi Downtown, Madinat Zayed",Harvesters Pub - Holiday Inn Abu Dhabi Downtown
997,,"['Fast Food', 'Beverages']",Embassies District,Heisenberg Restaurant
998,,['Italian'],"Pearl Rotana - Capital Centre, Embassies District",Dino's Bistro Italiano
999,,['Desserts'],Al Wahda,PaPa Kanafa
1000,,"['Fast Food', 'BBQ', 'Chinese', 'Arabian', 'Middle Eastern', 'Juices']",Tourist Club Area (Al Zahiyah),Chickies Restaurant
1001,,"['Cafe', 'Fast Food']",Al Khalidiya,The Tea Story Cafe
1002,,"['Arabian', 'Middle Eastern']",Al Bateen,Rotana Restaurant and Café
1003,,"['Arabian', 'Middle Eastern']",Baniyas,Wahat Al Raai Restaurant
1004,,['Healthy Food'],Embassies District,ZEROFAT
1005,,"['Arabian', 'Middle Eastern', 'Pakistani', 'Chinese']",Mussafah Shabiya,Lahore Flower
1006,,['Filipino'],Al Markaziya,Kusina Afandina
1007,,"['Biryani', 'Mandi', 'Arabian', 'Indian', 'Pakistani', 'Middle Eastern']",Baniyas,Aldiyafa
1008,,['Lebanese'],Al Nahyan,Jubna & Zatar Cafeteria
1009,,['Desserts'],Al Khalidiya,Hanon Feras Sweets & Restaurant
1010,,"['Fast Food', 'Cafe']",Al Karamah,mlt
1011,,"['Bakery', 'Cafe']",Al Maqtaa,Scones
1012,,"['South Indian', 'Indian']",Mussafah Shabiya,Karavali Restaurant
1013,,['South Indian'],Al Khalidiya,Turath Al Madeena
1014,,"['Juices', 'Coffee']",Al Nahyan,Gorgeous Juice
1015,,['Cafe'],"St. Regis Saadiyat Island Resort, Saadiyat Island",The Drawing Room - St. Regis Saadiyat Island Resort
1016,,"['Lebanese', 'Fast Food']",Al Mushrif,Saj Al Fareej
1017,,"['Italian', 'Pizza', 'Pasta']",Istiqlal,The Italian Shop
1018,,"['Arabian', 'Middle Eastern', 'Lebanese']",Al Maqtaa,Al Bait Al Ateeq
1019,,"['Arabian', 'Middle Eastern', 'Asian', 'Indian', 'European']","Park Hyatt Abu Dhabi, Saadiyat Island",The Cafe
1020,,"['Arabian', 'Middle Eastern']","Anantara, Eastern Mangroves",Impressions
1021,,"['Healthy Food', 'Salad']",Tourist Club Area (Al Zahiyah),Avo and Co
1022,,"['Arabian', 'Middle Eastern']",Mussafah Sanaiya,Bait Al Agha
1023,,"['Lebanese', 'Arabian', 'Middle Eastern']",Al Khalidiya,Fatair Liwa
1024,,"['Pakistani', 'Arabian', 'Middle Eastern', 'Chinese', 'Indian', 'European']",Al Dhafrah,Al Arab Restaurant
1025,,['Desserts'],Al Khalidiya,Coco Yogo
1026,,"['Healthy Food', 'Burger', 'Salad', 'Italian', 'Pizza', 'Fast Food']","Rihan Heights, Al Madina Al Riyadiya",Sweet Greens
1027,,"['Emirati', 'Arabian', 'Middle Eastern', 'Seafood']",Mussafah Shabiya,Nourmandy
1028,,['Pizza'],Khalifa City,Weirdough
1029,,"['Arabian', 'Middle Eastern']",Tourist Club Area (Al Zahiyah),Baladna
1030,,"['Arabian', 'Middle Eastern']",Al Karamah,Bait Al Arabi Restaurant
1031,,['South Indian'],Al Markaziya,Tamil Dhaba Restaurant
1032,,['Seafood'],Al Nahyan,Corner Al Hawamir - ركن الهوامير
1033,,"['Cafe', 'Arabian', 'Middle Eastern', 'Pizza']",Khalifa Park Area,TEN 11 Coffee Boutique
1034,,"['Mandi', 'Emirati']",Al Markaziya,Dar Al Mindi & Madhbi
1035,,['Cafe'],Al Karamah,The One Bistro
1036,,"['Egyptian', 'Middle Eastern']",Al Markaziya,Al Feeshawi
1037,,"['Kerala', 'Indian', 'South Indian']",Mussafah Shabiya,Silver Thalassery
1038,,"['Emirati', 'Arabian', 'Middle Eastern']","Dalma Mall, Mussafah Sanaiya",Milas - ميلس
1039,,"['Cafe', 'Coffee']","Marina Mall, Marina Village",Kopi Ketjil
1040,,"['Fast Food', 'North Indian', 'Mughlai', 'Chinese', 'Beverages']",Al Nahyan,Chai Guru
1041,,"['BBQ', 'Juices']",Mussafah Shabiya,Sagar Fish Grill
1042,,"['Russian', 'Uzbek']",Al Markaziya,Sayhoun Oriental Restaurant
1043,,['Turkish'],"Yas Mall, Yas Island",Zaza
1044,,"['Bakery', 'Arabian', 'Middle Eastern']",Tourist Club Area (Al Zahiyah),Khaleej Bakeries and Pastries
1045,,"['Fast Food', 'Middle Eastern', 'Juices']",Al Markaziya,Spicy Fresh Chicken
1046,,"['Burger', 'Fast Food']","Central Mall, Khalifa City",Drizzle
1047,,"['Finger Food', 'Drinks Only']","Sheraton Khalidiya Hotel, Al Khalidiya",3rd Avenue
1048,,['Beverages'],"Al Mariah Mall, Al Markaziya",Bubee Drinks Cafe
1049,,['Japanese'],Yas Island,Matsu
1050,,"['Finger Food', 'Drinks Only']","Sheraton Khalidiya Hotel, Al Khalidiya",3rd Avenue
1051,,['Japanese'],Yas Island,Matsu
1052,,"['Indian', 'Pakistani']",Tourist Club Area (Al Zahiyah),Roti Boti
1053,,"['Indian', 'Arabian', 'Beverages']",Tourist Club Area (Al Zahiyah),Halais Restaurant
1054,,"['Arabian', 'Middle Eastern']",Al Mushrif,Teka and Rob
1055,,"['Fast Food', 'American']",Al Dhafrah,3Aballii Burger
1056,,['Filipino'],Al Khalidiya,Montreal Dot Com
1057,,['Seafood'],Al Mina,Al Supreme Fish Grilling Restaurant
1058,,"['Fast Food', 'Beverages', 'Desserts']",Al Markaziya,Hot Bread
1059,,"['Cafe', 'Bakery']",Al Dhafrah,Unicorn
1060,,"['Arabian', 'Middle Eastern', 'Italian', 'Seafood', 'European']","Tilal Liwa Hotel, Around Abu Dhabi",Al Badiya Restaurant - Tilal Liwa
1061,,"['Mediterranean', 'Italian', 'Turkish', 'International']",Al Dhafrah,Bosnian Hut
1062,,"['Bakery', 'Cafe', 'Japanese']","Al Seef Village Mall, Khalifa Park Area",Yamanote Atelier
1063,,['Indian'],Al Khalidiya,Raju Ji
1064,,"['Desserts', 'Ice Cream']","Bawabat Al Sharq Mall, Baniyas",La Bottega Del Gelato
1065,,"['Indian', 'Mughlai', 'Biryani']",Eastern Mangroves,By the Biryani
1066,,"['Mandi', 'Arabian', 'Middle Eastern']",Tourist Club Area (Al Zahiyah),Al Jazeera Al Shabi
1067,,"['Cafe', 'Egyptian', 'Fast Food', 'Seafood']",Al Khalidiya,Shawaia Albahar Restaurant
1068,,"['Arabian', 'Middle Eastern', 'Pizza']",Tourist Club Area (Al Zahiyah),Al ⁸Captain Pastry
1069,,"['Arabian', 'International']",Al Raha,Coral Restaurant
1070,,['Filipino'],Tourist Club Area (Al Zahiyah),Hot Tinapay Restaurant
1071,,"['Middle Eastern', 'Lebanese']",Al Mushrif,Ultimate Chicken
1072,,"['Cafe', 'Coffee']",Al Markaziya,Mancha Ph Cafe
1073,,['Pizza'],"Paragon Mall, Al Reem Island",800PIZZA
1074,,"['Indian', 'Pakistani']",Tourist Club Area (Al Zahiyah),Pak Naan Cafe
1075,,"['Finger Food', 'Middle Eastern']","Beach Rotana, Tourist Club Area (Al Zahiyah)",Al Shorfa Lounge
1076,,['Finger Food'],"Four Seasons Hotel Abu Dhabi, Al Maryah Island",Eclipse - Four Seasons Hotel Abu Dhabi
1077,,['Russian'],Al Markaziya,Jabal Al Rahma
1078,,['International'],"Rosewood Abu Dhabi, Al Maryah Island",Majlis
1079,,['Filipino'],Tourist Club Area (Al Zahiyah),Pinoy Kusina
1080,,"['South Indian', 'Fast Food']",Al Dhafrah,Calicut Tea Shop
1081,,['Healthy Food'],Embassies District,BLOOM Vegan Kitchen
1082,,"['Fast Food', 'Burger', 'Chinese', 'Indian', 'Middle Eastern', 'Juices']",Istiqlal,Value Time Restaurant
1083,,"['Fast Food', 'Chinese', 'Juices']",Khalifa City,New Shell
1084,,"['Italian', 'Pizza']","Mazyad Mall, Mussafah",Deliziosa Pizzeria Restaurant
1085,,"['Seafood', 'Arabian', 'Middle Eastern']","Zaya Nurai Island, Near Saadiyat Island",Hooked
1086,,['Thai'],Al Dhafrah,Thai Point Restaurant
1087,,"['Fast Food', 'Juices']",Mussafah Shabiya,Tea Room Cafeteria
1088,,['Cafe'],Istiqlal,Rain
1089,,['Fast Food'],"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",VOX Cinemas
1090,,['Finger Food'],"Rosewood Abu Dhabi, Al Maryah Island",La Cava
1091,,['Ethiopian'],Al Khalidiya,Kitfo Restaurant
1092,,"['Grill', 'Asian', 'International', 'Russian', 'Uzbek']",Al Markaziya,TJ Pamir Restaurant & Grills
1093,,"['Chinese', 'Indian', 'Italian', 'Mexican', 'Greek', 'Salad', 'Moroccan']",Najda,Global Kitchen
1094,,"['Indian', 'Chinese', 'Beverages']",Tourist Club Area (Al Zahiyah),Garden Side Restaurant
1095,,"['Biryani', 'Indian', 'Chinese', 'Malaysian']",Mussafah Shabiya,The Biryani Shop
1096,,['Japanese'],Al Khalidiya,Sushi Deli Restaurant
1097,,"['Fast Food', 'Indian', 'Kerala', 'Mandi', 'Beverages']",Al Samha,Bon Food
1098,,"['Irish', 'American']","Millennium Capital Gate, Abu Dhabi",Victor's Bar & Restaurant - Millennium Capital Gate
1099,,"['Cafe', 'Italian', 'Arabian', 'Middle Eastern']",Al Khalidiya,Cafe Du Roi
1100,,"['Japanese', 'Sushi', 'Poké']",Al Dhafrah,Otaku Poke
1101,,"['Arabian', 'Middle Eastern']",Al Khalidiya,Dar Al Magloobah
1102,,"['American', 'Fast Food']","Al Hudayriat Beach, Al Bateen",Muncheeze
1103,,"['Syrian', 'Arabian', 'Middle Eastern', 'Grill']",Al Khalidiya,Syrian Flower Grills
1104,,['Nepalese'],Al Markaziya,Nepal Palace
1105,,"['Cafe', 'Desserts', 'Salad', 'European']",Muroor,Latte Cafe
1106,,['Healthy Food'],Al Nahyan,Diet Bite
1107,,"['Cafe', 'Fast Food', 'Beverages', 'Desserts']",Madinat Zayed,The Steaming Mug Cafe
1108,,"['Italian', 'American']",Khalifa Park Area,Foodshed Restaurant
1109,,"['Burger', 'Fast Food']",Baniyas,Eagle Burger
1110,,"['Indian', 'Chinese', 'Arabian', 'Beverages']",Mussafah Shabiya,Salkaram
1111,,"['International', 'Arabian', 'Middle Eastern']","Majlis Grand Mercure Residence, Tourist Club Area (Al...",Mezzahto
1112,,"['American', 'Arabian', 'Continental']","City Seasons Al Hamra, Najda",New Season
1113,,"['Grill', 'Arabian']",Al Mina,Flavors Grill
1114,,"['Coffee', 'Desserts']",Al Markaziya,Stroopwafel Cafe
1115,,['Continental'],"Emirates Park Zoo, Al Shahama",The Hide
1116,,"['Arabian', 'Middle Eastern']",Al Khalidiya,Hababk 10
1117,,['Filipino'],Al Markaziya,Pinoy HQ
1118,,"['Arabian', 'Middle Eastern']",Muroor,Rubban Al Khaleej Restaurant
1119,,['Fast Food'],Al Reef,Snax Box
1120,,['Cafe'],"Louvre Abu Dhabi, Saadiyat Island",Museum Café
1121,,"['Burger', 'Fast Food']",Al Mushrif,D'Saisho By Pit Stop Burger
1122,,['International'],Al Bateen,Just Baker
1123,,"['Italian', 'Indian', 'Arabian']","Danat Jebel Dhanna Resort, Around Abu Dhabi",Tides - Danat Jebel Dhanna Resort
1124,,"['Fast Food', 'Asian', 'Lebanese', 'Beverages']",Al Khalidiya,Red Bubbles Cafe
1125,,"['Indian', 'Kerala']","Al Diar Mina Hotel, Tourist Club Area",Thamburu - Al Diar Mina Hotel
1126,,"['Cafe', 'Middle Eastern']","Holiday Inn, Embassies District",Hubbly Bubbly - Holiday Inn
1127,,"['Mandi', 'Arabian', 'Middle Eastern']",Baniyas,Jamr & Hattab
1128,,"['Arabian', 'Middle Eastern', 'Italian']",Marina Village,Yacht Gourmet Cafe & Restaurant
1129,,"['Healthy Food', 'Beverages']",Al Karamah,Nectar Juice Bar
1130,,"['Arabian', 'Middle Eastern', 'BBQ', 'Fast Food', 'Beverages']",Najda,Broasted & Grills
1131,,"['South Indian', 'Kerala', 'North Indian', 'Chinese', 'Grill', 'Beverages', 'Fast Food', 'Biryani']",Mussafah Shabiya,Grand Red Chilly Restaurant
1132,,"['Arabian', 'Middle Eastern']",Mussafah Sanaiya,Hammsa Wa Kabbsa
1133,,['Seafood'],"Saadiyat Rotana Resort & Villas, Saadiyat Island",Turtle Bay Bar & Grill - Saadiyat Rotana Resort &...
1134,,"['Indian', 'Chinese', 'Arabian', 'Mandi', 'BBQ', 'Fast Food', 'Beverages']",Al Falah City,Karam Al Falah Restaurant & Cafeteria
1135,,['Pakistani'],Najda,Khansama
1136,,['International'],Al Khalidiya,Sola Restaurant & Cafe
1137,,['Filipino'],Al Markaziya,Philippine House
1138,,"['Emirati', 'Mandi']",Muroor,New Khorfakan Peoples Restaurant
1139,,"['Mexican', 'Fast Food', 'Burger']",Al Mushrif,Let's Beef
1140,,['Filipino'],Al Markaziya,Philippine House
1141,,"['Emirati', 'Mandi']",Muroor,New Khorfakan Peoples Restaurant
1142,,['Fast Food'],Al Bateen,Krush Burger
1143,,"['Middle Eastern', 'Lebanese']",Al Mushrif,Ultimate Chicken
1144,,"['Arabian', 'Middle Eastern']",Mussafah Shabiya,Sahareej Aden
1145,,['Burger'],Baniyas,Burger and Fries Cafeteria
1146,,['Mandi'],Madinat Zayed,Wadyan Al Yemen Mandi
1147,,['Cafe'],"The Ritz-Carlton Abu Dhabi, Al Maqtaa",Alba
1148,,['Seafood'],"Holiday Inn Abu Dhabi Downtown, Madinat Zayed",La Piazza - Holiday Inn Abu Dhabi Downtown
1149,,"['Seafood', 'Arabian']","Millennium Capital Gate, Abu Dhabi",Oceana - Millennium Capital Gate
1150,,"['Bakery', 'Desserts', 'Cafe']",Al Khalidiya,The Cake Lounge
1151,,['Pakistani'],Mussafah Sanaiya,Shan E Mughal Bar BQ
1152,,"['Cafe', 'Arabian', 'Middle Eastern']",Muroor,Nagham Cafe
1153,,['Desserts'],"Yas Mall, Yas Island",Ben's Cookies
1154,,"['Arabian', 'Middle Eastern']",Al Wahda,Mufraka Restaurant
1155,,['Cafe'],"Al Raha Mall, Al Raha",Bonjour Bonsoir Cafe
1156,,['Healthy Food'],Al Khalidiya,Healthy First Restaurant
1157,,['Cafe'],Al Raha,Salt & Caramel
1158,,['Steak'],"The Abu Dhabi EDITION, Al Bateen",Oak Room - The Abu Dhabi EDITION
1159,,['Burger'],Al Mushrif,Noog Burger
1160,,['Lebanese'],Al Maryah Island,Mashrou3 Tabkha
1161,,"['Arabian', 'Middle Eastern']",Al Khalidiya,Aldiyafa Almaghribiya
1162,,['Seafood'],Al Mina,Gandofly Sea Food Restaurant
1163,,['Mandi'],Khalifa City,Zam Zam Mandi Restaurant
1164,,"['Arabian', 'Middle Eastern', 'European', 'American', 'Mediterranean']","Capital Centre Arjaan by Rotana, Embassies District",Tamarind
1165,,"['American', 'Fast Food', 'Finger Food', 'Desserts', 'Beverages']",Mussafah Shabiya,Burger Master
1166,,['Cafe'],"The Galleria, Al Maryah Island",Forever Rose Cafe
1167,,['Fast Food'],Al Markaziya,Al Deek Cafeteria
1168,,"['Turkish', 'Kebab']","Deerfields Mall, Al Shahama",Bursa Kebap Evi
1169,,"['International', 'Latin American', 'Desserts', 'Beverages']",Al Reem Island,Kwisto Restaurant
1170,,"['Turkish', 'Kebab']","Deerfields Mall, Al Shahama",Bursa Kebap Evi
1171,,['Fast Food'],Al Markaziya,Al Deek Cafeteria
1172,,"['International', 'Latin American', 'Desserts', 'Beverages']",Al Reem Island,Kwisto Restaurant
1173,,['Cafe'],"The Galleria, Al Maryah Island",Forever Rose Cafe
1174,,['Cafe'],Embassies District,Solitaire Coffee Shop
1175,,"['Healthy Food', 'Salad']",Al Wahda,Salad HQ
1176,,"['Indian', 'Chinese']",Al Markaziya,Kairali
1177,,['Fast Food'],Tourist Club Area (Al Zahiyah),Shawarma Cafe
1178,,['Latin American'],"Conrad Abu Dhabi Etihad Towers, Al Khubeirah",VaKaVa
1179,,"['European', 'American']","Saadiyat Rotana Resort & Villas, Saadiyat Island",Hamilton's Gastropub - Saadiyat Rotana Resort & Villas
1180,,"['Juices', 'Beverages']",Khalifa City,Forty Fruity
1181,,"['Pakistani', 'Indian', 'BBQ', 'Biryani']",Mussafah Shabiya,Biryani Centre Restaurant
1182,,"['Fast Food', 'Juices', 'Tea']",Al Karamah,Chill Out Cafe
1183,,"['Lebanese', 'Syrian']",Al Khalidiya,Abu Kaabi Restaurant & Grills
1184,,"['International', 'Fast Food', 'BBQ']","Shangri La, Al Maqtaa",Pool Bar & Restaurant - Shangri La
1185,,"['Cafe', 'Healthy Food', 'Beverages']","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",Projeto Acai
1186,,"['Sushi', 'Japanese', 'Burger']",Mussafah Shabiya,Prime Green Chilli Cafeteria
1187,,"['American', 'Steak']","Al Diar Capital Hotel, Tourist Club Area",Rock Bottom Cafe - Al Diar Capital Hotel
1188,,"['Italian', 'American', 'European', 'Arabian']",Al Khalidiya,Idioms
1189,,"['Juices', 'Ice Cream']",Al Mushrif,King Juice
1190,,"['Arabian', 'Middle Eastern', 'Fast Food']",Al Dhafrah,Favas Eatreey
1191,,['Italian'],Al Shahama,Pasta Factory
