,cost_for_two,cuisines,locality,rest_name
700,,['Bakery'],Sidroh,Al Bait Al Shami Sweets
701,,['Bakery'],Dafan Al Khor,Monkey Cookies
702,,['Fast Food'],Al Sharisha,Al Wahaj Cafeteria
703,,['Cafe'],Sidroh,Al Basha Cafe
704,,"['Indian', 'Biryani']",Al Dhait South,Al Arabi Al Shaabi Kitchen
705,,['Fast Food'],Al Mataf,Al Zawraq
706,,['Indian'],Al Ghubb,Al Sajidah
707,,['Fast Food'],Al Dhait South,Hamez Helow
708,,['Fast Food'],Al Darbijaniyah,Al Cark Al Dahabi
709,,['Middle Eastern'],Al Seer,Al Yacout Afghan Restaurant
710,,['Fast Food'],Al Sall,Al Boom Cafeteria
711,,['Fast Food'],Al Rams,Puro Express
712,,['Cafe'],Sidroh,Milano Cafe
713,,['Cafe'],Sidroh,Al Qasioun Cafe
714,,['Fast Food'],Al Darbijaniyah,Malik Al Qahwa Restaurant
715,,['Fast Food'],Al Mamourah,Al Ramla
716,,['Fast Food'],Al Mamourah,Al Shayi Al Ghawi Cafeteria
717,,['Arabian'],Al Rams,Al Tarbosh Al Shamy Cafeteria
718,,"['Fast Food', 'Beverages']",Al Nakheel,Awati Cafeteria
719,,['Finger Food'],"Capital Hotel, Al Qurm",Al Mahabba - Capital Hotel
720,,['Fast Food'],"Al Naeem Mall, Al Nakheel",POParazzi's
721,,['Filipino'],Dafan Al Khor,Mai Kolachi
722,,"['Arabian', 'Middle Eastern', 'Desserts']",Al Rams,Al Malakia Pasteries
723,,['Finger Food'],"Capital Hotel, Al Qurm",Alwansa - Capital Hotel
724,,['Fast Food'],"Al Naeem Mall, Al Nakheel",POParazzi's
725,,['Fast Food'],Al Dhait South,Ayyal Lbilad
726,,"['Arabian', 'Middle Eastern', 'Fast Food']",Al Mairid,Al Ghayeb Cafeteria
727,,"['Indian', 'Biryani']",Al Dhait South,Al Arabi Al Shaabi Kitchen
728,,['Fast Food'],Al Mamourah,Al Waseela Cafeteria
729,,['Filipino'],Dafan Al Khor,Mai Kolachi
730,,['Cafe'],"Prime Hotel, Al Juwais",Prime Cafe
731,,['Fast Food'],Al Mamourah,Falafel & Pastry Al Sobat
732,,"['Ice Cream', 'Desserts']",Al Rams,Al Fereej Ice Cream
