,cost_for_two,cuisines,locality,rest_name
668,,"['Indian', 'South Indian', 'Kerala']",Al Zahra,Al Shammel Restaurant
669,,['Fast Food'],Nuaimiya,Karak Al Zafran Cafeteria
670,,"['Fast Food', 'Lebanese']",Al Zahra,Saj Al Dayaa Al Lebnani
671,,['Cafe'],Al Hamidiya,Bait Al Karak
672,,"['Pakistani', 'Desserts']",Ajman Industrial Area,Bin Salman Sweets
673,,"['Burger', 'Fast Food']",Al Jurf,Golden Castle
674,,"['Fast Food', 'Juices']",Al Nakhil 1,Al Sultan Cafeteria
675,,"['Street Food', 'Arabian', 'Middle Eastern']",Al Rashidiya 1,Sakhrah Al Rouche
676,,"['Cafe', 'Arabian', 'Middle Eastern']",Nuaimiya,Meramar Cafe
677,,"['Fast Food', 'Beverages']",Ajman Corniche,Helu Al Shai Cafeteria
678,,['Chinese'],"China Mall, Al Jurf Industrial Area",Wheel of Fortune
679,,"['Healthy Food', 'International']",Al Rashidiya 2,Diet Station
680,,"['Desserts', 'Middle Eastern', 'Arabian']",Nuaimiya,Noor Al Shams
681,,['Beverages'],Al Zahra,Juice Bar
682,,['Fast Food'],Nuaimiya,Al Abaq
683,,"['Sri Lankan', 'Indian', 'South Indian']",Ajman Industrial Area,Al Hana Restaurant
684,,['Desserts'],Ajman Corniche,Juha Cafeteria And Sweets
685,,"['Indian', 'South Indian', 'Fast Food']",Ajman Industrial Area,Green Valley
686,,"['Pizza', 'Burger']",Al Zahra,Baloot Pizza And Burger
687,,"['Indian', 'South Indian', 'Kerala']",Al Zahra,Al Shammel Restaurant
688,,"['Indian', 'Arabian', 'Middle Eastern']",Ajman Industrial Area,Al Najwa Restaurant
689,,"['Arabian', 'Middle Eastern']",Al Bustan,Fool W Falafl Bu Ali
690,,['Fast Food'],Nuaimiya,Karak Al Zafran Cafeteria
691,,"['Grill', 'Fast Food', 'Juices']",Ajman Industrial Area,Rabea Al Madina Restaurant
692,,"['Fast Food', 'Lebanese']",Al Zahra,Saj Al Dayaa Al Lebnani
693,,"['Arabian', 'Middle Eastern', 'Grill', 'Fast Food']",Al Nakhil,Al Diyafa Al Shamia Restaurant
694,,['Cafe'],Al Hamidiya,Xo Cafe
695,,['Indian'],Al Rashidiya 1,Rokan Al Shai Cafeteria
696,,"['Arabian', 'Middle Eastern', 'Kebab', 'Grill']",Al Muwaihat,Kookh Mashakeek
697,,['Lebanese'],"Garden City, Al Hamidiya",Al Barbar Restaurant
698,,"['Indian', 'Pakistani', 'Mughlai']",Al Nakhil 1,Sana Restaurant
699,,"['Fast Food', 'Burger', 'Juices']",Al Bustan,Karak Al Zafran Cafeteria
700,,['Cafe'],Al Hamidiya,La Casa Cafe
701,,['Fast Food'],Al Muwaihat,Sadaf Restaurant And Cafeteria
702,,"['Arabian', 'Middle Eastern']",Nuaimiya,Moon Star
703,,"['Bakery', 'Fast Food']",Al Zahra,Al Nada Automatic Bakery
704,,"['Indian', 'South Indian']",Al Rashidiya 2,Al Ghadeer Restaurant
705,,['Cafe'],Al Hamidiya,Coffee Tap
706,,['Indian'],Al Rashidiya 2,Al Nabil Cafeteria
707,,"['Indian', 'South Indian']",Nuaimiya,Suhaila Cafeteria & Restaurant
708,,['Indian'],Nuaimiya,Al Qneitra
709,,['North Indian'],Nuaimiya,Rohans Curry House
710,,"['Arabian', 'Middle Eastern']",Al Muwaihat,Dar Al Muwaihat Bakery & Restaurant
711,,"['Indian', 'Pakistani', 'Chinese', 'Fast Food']",Nuaimiya,Karaz Restaurant
712,,"['Desserts', 'Beverages']",Al Zorah,Doh
713,,"['Healthy Food', 'Juices']",Al Bustan,Surf Berry Juices
714,,"['Indian', 'Pakistani']",Al Muwaihat,Sama Al Khair Restaurant
715,,['Gujarati'],Al Nakhil,Fakhar Gujrat Restaurant
716,,"['Indian', 'Hyderabadi']",Al Jurf Industrial Area,Arab Hyderabadi Restaurant
717,,['Indian'],Al Rashidiya 3,Food Express
718,,['Mandi'],Al Rashidiya 3,Al Janadriah Restaurant Mandi & Madhbi
719,,['Fast Food'],Al Bustan,Chai Square Cafeteria
720,,"['Pakistani', 'Indian']",Al Jurf Industrial Area,Al Madina Restaurant
721,,"['Indian', 'South Indian']",Al Bustan,Enas Restaurant
722,,"['Pakistani', 'Indian']",Ajman Industrial Area,Majestic Food Stuff Catering Restaurant
723,,"['Fast Food', 'Juices']",Al Jurf,Zaeem Al Karak Cafeteria
724,,"['Bakery', 'Desserts']",Ajman Corniche,Salé Sucré
725,,"['Arabian', 'Middle Eastern', 'Street Food']",Al Muwaihat,Bakhumri Bites
726,,"['Arabian', 'Middle Eastern']",Ajman Industrial Area,Al Alif Restaurant
727,,['Thai'],Al Rashidiya 2,Aroi Thai
728,,['Mandi'],Al Zahra,Bait Al Jood Mandi Restaurant
729,,"['Arabian', 'Middle Eastern']",Al Zahra,Darb Al Zalaq Restaurant
730,,"['Burger', 'Fast Food']","Al Zorah Golf Club, Al Zorah",Voltage Burger
731,,['Egyptian'],Nuaimiya,Tasha Misria Restaurant
732,,['Fast Food'],Nuaimiya,Station Berth Restaurant
733,,['Fast Food'],Nuaimiya,Al Dirham
734,,['Healthy Food'],Al Hamidiya,Diet Point
735,,"['Arabian', 'Middle Eastern']",Nuaimiya,Asrar Kitchen Restaurant Popular
736,,"['Arabian', 'Middle Eastern', 'Juices']",Al Nakhil 1,Sabah Al Madeena Restaurant
737,,"['Fast Food', 'Juices']",Nuaimiya,Al Mearaj Restaurant
738,,"['South Indian', 'North Indian', 'Mughlai']",Al Nakhil 1,Alpha Restaurant
739,,"['Arabian', 'Middle Eastern', 'Mandi']",Al Zahra,Rawadat Al Madina Kitchen & Restaurant
740,,"['Indian', 'South Indian']",Ajman Industrial Area,Sky Restaurant
741,,['Seafood'],"Ajman One Towers, Al Rashidiya 3",Doctor Samak
742,,"['Bakery', 'Desserts']",Al Muwaihat,Bake Home Gulf Pastry & Sweets
743,,"['Healthy Food', 'European', 'Grill']",Al Jurf,Healthy Champs Restaurant
744,,"['Indian', 'Pakistani', 'Arabian', 'Middle Eastern']",Al Jurf,Qasr Al Jirf Restaurant
745,,"['Fast Food', 'Desserts', 'Beverages']",Al Jurf,Fizzi
746,,"['Indian', 'Fast Food']",Al Jurf,Menu
747,,['Kerala'],Al Rumailah,Mango Restaurant
748,,"['Arabian', 'Middle Eastern', 'Pakistani']",Al Jurf,Najmat Al Jurf
749,,['Indian'],Al Rashidiya 2,Othman Restaurant
750,,['Indian'],Al Jurf,Chicken Express
751,,"['Arabian', 'Middle Eastern']",Al Zahra,Qaryat Pastry
752,,"['Indian', 'South Indian']",Al Bustan,Sabeel Cafeteria
753,,['Indian'],Al Jurf Industrial Area,Rokon Al Shai Cafeteria
754,,"['Fast Food', 'Juices']",Al Zahra,Al Najaf Cafeteria
755,,"['Fast Food', 'Juices']",Ajman Corniche,Zaman Al Khair Cafeteria
756,,"['Arabian', 'Middle Eastern']",Nuaimiya,Al Nafoora
757,,"['Chinese', 'South Indian', 'Fast Food', 'Beverages']",Al Rashidiya 3,Cup & Lip
758,,"['Fast Food', 'Juices']",Ajman Industrial Area,Bahar Al Abiyad Cafeteria
759,,"['Arabian', 'Middle Eastern', 'Egyptian']",Al Zahra,Koshari Zaman Restaurant
760,,['Indian'],Al Rumailah,Al Mashreq Restaurant
761,,['Cafe'],Al Rashidiya 1,Classiciat Coffeeshop
762,,['Fast Food'],Al Rumailah,Najma W Qamar Cafeteria
763,,"['Bangladeshi', 'Indian']",Al Zahra,Hazem Restaurant
764,,['Indian'],Al Bustan,Al Jadeed Restaurant
765,,"['Fast Food', 'Juices']",Al Jurf,Wadi Al Nakheel Cafeteria
766,,"['Fast Food', 'Beverages']",Nuaimiya,Haleeb Al Zafran
767,,"['Indian', 'North Indian']",Al Bustan,Shekhawati Restaurant
768,,"['Cafe', 'Arabian', 'Middle Eastern']",Nuaimiya,Weld Al Daira
769,,"['Fast Food', 'Juices', 'Beverages']",Al Zahra,New Palace Cafeteria
770,,"['Fast Food', 'Juices']",Al Jurf,Matar Cafeteria
771,,['South Indian'],Al Bustan,Tandoor Restaurant
772,,['Emirati'],Al Rashidiya 3,Al Qasr Al Emarati
773,,"['Tea', 'Fast Food']",Meshairef,Tea For You Cafeteria
774,,"['Fast Food', 'Beverages', 'Juices']",Al Rashidiya 2,Shai Al Zafran Cafeteria
775,,"['Arabian', 'Middle Eastern']",Al Zahra,Warq Enab Asli Restaurant
776,,"['Indian', 'South Indian', 'North Indian']",Al Rashidiya 3,Shrooq Al Shams Restaurant
777,,"['Arabian', 'Middle Eastern']",Nuaimiya,Beirut Cafeteria
778,,"['Desserts', 'Coffee']",Al Zorah,Ace Of Beans
779,,"['Indian', 'Pakistani']",Ajman Industrial Area,Bu Al Asmar
780,,['Fast Food'],Al Jurf,Friends  Cafeteria
781,,"['Fast Food', 'Juices']",Al Muwaihat,Dar of Tea Cafeteria
782,,"['Arabian', 'Middle Eastern']",Ajman Industrial Area,Yaseen Sweets Restaurant
783,,['Indian'],Al Zahra,Najma Al Itehad Public Kitchen
784,,"['Arabian', 'Yemeni', 'Mandi']",Al Zahra,Qaser Balqees Kitchen & Restaurant
785,,"['Fast Food', 'Indian']",Ajman Industrial Area,Delicious Bites Restaurant & Cafeteria
786,,['Finger Food'],"Ajman Beach Hotel, Ajman Corniche",Pergola - Ajman Beach Hotel
787,,['Pakistani'],Al Jurf Industrial Area,Al Tabaq Restaurant
788,,"['Pakistani', 'Bangladeshi']",Ajman Industrial Area,Khair Al Madina Restaurant
789,,['Pakistani'],Al Bustan,Shakoor Restaurant
790,,"['Indian', 'Pakistani']",Al Jurf Industrial Area,Asian Spice Restaurant
791,,"['Arabian', 'Middle Eastern']",Al Tallah,Bait Al Rqaq
792,,"['Indian', 'South Indian', 'Kerala']",Nuaimiya,Ali Nasar Restaurant
793,,"['Desserts', 'Beverages']",Nuaimiya,Al Bait Juice And Ice Cream
794,,['Lebanese'],Al Tallah,Hummus Brothers
795,,['Pakistani'],Ajman Industrial Area,Noor Popular Kitchen
796,,"['Arabian', 'Middle Eastern']",Al Hamidiya,Bait Al Emirates
797,,['Fast Food'],Ajman Industrial Area,Al Ahlam Cafeteria
798,,['Pakistani'],Al Jurf Industrial Area,Nojom Restaurant & Public Kitchen
799,,"['Arabian', 'Middle Eastern']",Meshairef,Alsarood Traditional Foods
800,,['Cafe'],Al Rumailah,Al Turath Coffee
801,,"['Arabian', 'Middle Eastern']",Al Zahra,Bait Al Kabab Restaurant
802,,"['Fast Food', 'Juices']",Al Zahra,Al Majrah Cafeteria
803,,['Fast Food'],Al Muwaihat,Rashed Ali Cafeteria
804,,"['Tea', 'Fast Food']",Al Zahra,Karak Al Zafran
805,,['Fast Food'],Ajman Industrial Area,Tasty Palace
806,,"['Pakistani', 'Indian']",Al Zahra,Zahrat Al Narjes Restaurant
807,,"['Fast Food', 'Beverages', 'Juices']",Nuaimiya,Seaside Cafeteria
808,,['Pakistani'],Ajman Industrial Area,Faizan Restaurant
809,,['Fast Food'],Al Jurf,Chicken Hut
810,,['Cafe'],Nuaimiya,Maya Cafe
811,,['Pakistani'],Ajman Industrial Area,Peshawar Restaurant
812,,"['Middle Eastern', 'Arabian', 'Mandi']",Al Rashidiya 2,Al Hareef Mandi & Traditional Food Restaurant
813,,['Fast Food'],Al Bustan,Foodclub Restaurant
814,,['Indian'],Al Bustan,Anaad Cafeteria
815,,['Bakery'],Al Muwaihat,Cake Gallery
816,,['Seafood'],Al Hamidiya,Sea Bass Restaurant
817,,"['Fast Food', 'Burger', 'Juices']",Meshairef,Al Asr Cafeteria
818,,['Fast Food'],Nuaimiya,Shai Al Bateen Cafeteria
819,,"['Indian', 'South Indian']",Ajman Industrial Area,Cafeteria Marwan
820,,"['Arabian', 'Mandi']",Nuaimiya,Al Hanoof Public Kitchen
821,,"['Fast Food', 'Beverages']",Al Bustan,Al Maraya Cafeteria
822,,"['Fast Food', 'Arabian']",Al Rashidiya 1,Pasito Cafe
823,,['Cafe'],Al Rashidiya 1,Al Waan Coffee Shop
824,,['Pakistani'],Ajman Industrial Area,Gulf Flower Restaurant
825,,['Pakistani'],Ajman Industrial Area,Adeel Restuarant
826,,"['Arabian', 'Middle Eastern', 'Mandi', 'Biryani']",Al Zahra,Al Falah Popular Kitchen
827,,['Lebanese'],Al Bustan,Al Biet Al Masri Restaurant
828,,"['Arabian', 'Middle Eastern']",Ajman Corniche,Zad Al Khair
829,,"['Fast Food', 'Juices']",Al Rashidiya 3,Al Hamamiya Cafeteria
830,,['Fast Food'],Al Bustan,Smart Tea Cafeteria
831,,['Fast Food'],Ajman Industrial Area,Bustan Al Shay Cafeteria
832,,['Pakistani'],Ajman Industrial Area,Masud Akhter Restaurant & Sweets
833,,['Cafe'],Ajman Industrial Area,Al Kawakeb Coffee Shop
834,,['Afghan'],Al Jurf Industrial Area,Shams Al Afghani Restaurant
835,,['Cafe'],Al Rumailah,Shai Al Jazaer
836,,"['Burger', 'Fast Food', 'Chinese']",Nuaimiya,Falafil Lebnan Cafeteria
837,,['Indian'],Al Zahra,Afreen Restaurant
838,,"['Bakery', 'Lebanese']",Al Zahra,Barjeel Bakery
839,,"['Fast Food', 'Juices']",Al Jurf,Al Jenan Cafeteria
840,,['Cafe'],Al Hamidiya,Toast Bar
841,,"['North Indian', 'Fast Food']",Al Rashidiya 1,Tahera Restaurant
842,,"['Fast Food', 'Juices']",Nuaimiya,Hamdan Cafeteria
843,,['Middle Eastern'],Al Rashidiya 3,Ayam Shamyah
844,,"['Indian', 'South Indian']",Al Rashidiya 3,Saqer Cafeteria
845,,"['Indian', 'Fast Food', 'Juices']",Al Rumailah,Live Cafeteria & Restaurant
846,,"['Arabian', 'Middle Eastern']",Ajman Corniche,Shams Al Sham
847,,['Pakistani'],Al Rashidiya 1,Shams Al Khan Restaurant
848,,"['Fast Food', 'Indian', 'Pakistani']",Nuaimiya,Wadi Sialkot Restaurant
849,,"['Fast Food', 'Juices']",Al Nakhil,Tea Break Cafeteria
850,,"['Fast Food', 'Beverages']",Al Hamidiya,Hoop
851,,['Fast Food'],Al Jurf,Rajab Cafeteria
852,,"['Indian', 'North Indian']",Ajman Industrial Area,Bombay Restaurant
853,,['Bakery'],Ajman Industrial Area,Al Madeena Automatic Bakery
854,,"['Biryani', 'Pakistani']",Ajman Industrial Area,Al Thuq Popular Kitchen
855,,"['Fast Food', 'Juices']",Al Bustan,Afnan Cafeteria
856,,"['Arabian', 'Middle Eastern', 'Fast Food', 'Juices']",Al Jurf,Wardat Al Fawar Restaurant & Cafeteria
857,,"['Fast Food', 'Juices']",Al Rashidiya 1,Magic Light Cafeteria
858,,['Bakery'],Al Bustan,Big Bun Bakery
859,,"['Mandi', 'Arabian', 'Middle Eastern']",Al Rashidiya 3,Aladien Restaurant & Traditional Kitchen
860,,['Indian'],Al Nakhil,Al Banader Restaurant
861,,['Indian'],Nuaimiya,Al Dhuha Restaurant
862,,['Iranian'],Al Zorah,Zafaran
863,,"['Cafe', 'Fast Food']",Ajman Corniche,Amissa Cafe
864,,"['Biryani', 'Mandi']",Al Zahra,Zahrat Al Mabrook Kitchen And Restaurant
865,,"['Indian', 'South Indian']",Ajman Industrial Area,Al Kawakeb Cafeteria
866,,['Cafe'],Al Hamidiya,Just Sweet Cafe
867,,"['Fast Food', 'Burger', 'Juices']",Al Zahra,Hanya Cafeteria
868,,"['Fast Food', 'Juices']",Ajman Corniche,Zaman Al Khair Cafeteria
869,,"['Fast Food', 'Juices']",Al Nakhil,Tea Break Cafeteria
870,,"['Arabian', 'Middle Eastern']",Nuaimiya,Ibn Al Sham Snack
871,,"['Bakery', 'Lebanese']","Emarat Petrol Station, Meshairef",Bake Home Sweets & Pastry
872,,"['Indian', 'Chinese']",Al Jurf Industrial Area,Lal Mahal Restaurant
873,,['Pakistani'],Ajman Industrial Area,Gulf Flower Restaurant
874,,"['Arabian', 'Middle Eastern']",Nuaimiya,Flafel Mashawi Al Shami Restaurant
875,,"['Indian', 'Fast Food', 'Grill', 'Juices']",Al Zahra,Rock Inn Restaurant
876,,['Pakistani'],Ajman Industrial Area,Ghulam Restaurant
877,,['Cafe'],Nuaimiya,Al Sindibad
878,,['Cafe'],Al Muwaihat,Coffee Corner
879,,"['Biryani', 'Bangladeshi']",Ajman Industrial Area,Al Anaam Restaurant
880,,['Fast Food'],Al Jurf,Healthy Snack Cafeteria
881,,['Cafe'],Nuaimiya,Ghawas Coffee Shop
882,,['Pakistani'],Ajman Industrial Area,Noor Mohammad Restaurant
883,,"['Indian', 'Kerala']",Al Jurf Industrial Area,Al Tammam Restaurant
884,,['Indian'],Nuaimiya,Al Dhuha Restaurant
885,,"['Arabian', 'Middle Eastern']",Nuaimiya,Ibn Al Sham Snack
886,,"['Fast Food', 'Burger']",Ajman Industrial Area,Al Ahasn Cafeteria
887,,['Cafe'],Al Hamidiya,Just Sweet Cafe
888,,"['Arabian', 'Grill', 'Middle Eastern']",Al Bustan,Al Akell Restaurant
889,,['Iranian'],Al Zorah,Zafaran
890,,"['Cafe', 'Fast Food']",Ajman Corniche,Amissa Cafe
891,,"['Indian', 'South Indian']",Ajman Industrial Area,Al Kawakeb Cafeteria
892,,"['Fast Food', 'Burger', 'Juices']",Al Zahra,Hanya Cafeteria
893,,"['Indian', 'Chinese']",Al Jurf Industrial Area,Lal Mahal Restaurant
894,,"['Arabian', 'Middle Eastern']",Nuaimiya,Flafel Mashawi Al Shami Restaurant
895,,"['Indian', 'South Indian']",Al Zahra,Ain Al Seera
896,,"['Arabian', 'Middle Eastern']",Al Zahra,Khubz W Kabab Har
897,,"['Biryani', 'Mandi']",Al Zahra,Zahrat Al Mabrook Kitchen And Restaurant
898,,"['Arabian', 'Middle Eastern', 'Bakery']",Al Rashidiya 3,Tufeaha Pastry
899,,['Filipino'],"China Mall, Al Jurf Industrial Area",Happy Tiyan Restaurant
900,,['Fast Food'],Al Rashidiya 1,Qaser Al Rashidiya Cafeteria
901,,"['Bakery', 'Lebanese']","Emarat Petrol Station, Meshairef",Bake Home Sweets & Pastry
902,,['Indian'],Al Bustan,Al Naqa'a Restaurant
903,,"['Fast Food', 'Juices']",Nuaimiya,Talal Cafeteria
904,,"['Middle Eastern', 'Arabian']",Al Zahra,Al Amani Restaurant& Shaebi Kitchen
905,,"['African', 'Seafood']",Nuaimiya,Cleopatra Restaurant
906,,"['Mandi', 'Yemeni']",Al Muwaihat,Malek Al Mandi Restaurant
907,,"['Indian', 'South Indian', 'North Indian']",Al Rashidiya 2,Al Rashidiya Cafeteria
908,,['Cafe'],"City Life Jurf, Al Jurf",Black Drop
909,,"['Cafe', 'Beverages']",Ajman Corniche,Mr. G Class Cafe
910,,"['Bakery', 'Middle Eastern']",Nuaimiya,Baba Fatayer
911,,"['Fast Food', 'Beverages']",Nuaimiya,Agadheer Palace Cafeteria
912,,['Fast Food'],Al Hamidiya,Loqmitna w Kosharina
913,,['Fast Food'],Al Zahra,Bait Al Noor Cafeteria
914,,"['Fast Food', 'Burger', 'Juices']",Nuaimiya,King Of Tea
915,,"['Fast Food', 'Juices']",Al Bustan,Madinat Al Salam
916,,['Pakistani'],Al Rumailah,Al Taher Restaurant
917,,['Fast Food'],Nuaimiya,Hot Tea Cafeteria
918,,"['Arabian', 'Middle Eastern']",Al Jurf,Falafil Al Quds Cafeteria
919,,['Fast Food'],Al Hamidiya,Shai Al Zafran Cafeteria
920,,"['Fast Food', 'Indian', 'Arabian', 'Middle Eastern', 'Chinese']",Nuaimiya,Al Rumman Cafeteria
921,,['Fast Food'],Al Rashidiya 3,Hub Eat (Sigiriya Restaurant)
922,,"['Pakistani', 'Indian', 'Chinese', 'BBQ']",Al Rumailah,Osama Restaurant
923,,['Indian'],Al Jurf Industrial Area,Wadi Al Jurf Restaurant
924,,['Pakistani'],Al Rashidiya 3,Jebel Kashmir Restaurant
925,,"['Arabian', 'Middle Eastern']",Nuaimiya,JRA Restaurant
926,,['Seafood'],Al Rashidiya 1,Sardina Seafood
927,,['African'],Nuaimiya,Diana Restaurant
928,,"['Fast Food', 'Beverages']",Al Rumailah,Hamad Cafeteria
929,,['Pakistani'],"Garden City, Al Hamidiya",Al Jouda Restaurant
930,,['Fast Food'],"Festival Land, Al Jurf Industrial Area",Daily Fresh
931,,['Fast Food'],Al Muwaihat,Masbah Al Dar Cafeteria
932,,"['Pakistani', 'Fast Food', 'Grill']",Ajman Industrial Area,Abdali Restaurant
933,,['Fast Food'],Al Muwaihat,Casa Pasta & Shrimp
934,,"['Desserts', 'Coffee']","China Mall, Al Jurf Industrial Area",Darina Stop
935,,"['Fast Food', 'Juices']",Al Zahra,Ain Darah Cafeteria
936,,"['Fast Food', 'Cafe']",Ajman Corniche,Orange Cafe
937,,"['Indian', 'South Indian', 'Bengali']",Ajman Industrial Area,Mohamed Akbar Restaurant
938,,['Fast Food'],Al Nakhil 1,Strawberry Restaurant & Cafeteria
939,,"['Fast Food', 'Beverages', 'Juices']",Al Rashidiya 2,Al Majed Cafeteria
940,,['South Indian'],Al Jurf Industrial Area,Get One Restaurant  & Cafeteria
941,,"['Arabian', 'Middle Eastern']",Al Muwaihat,Sheel W Mashi
942,,"['Beverages', 'Juices']",Al Muwaihat,Cocktail Al Sham
943,,['Indian'],Al Hamidiya,Desi Baba
944,,['Fast Food'],Al Muwaihat,Rajab Cafeteria
945,,"['Fast Food', 'Juices']",Al Bustan,New Tea Time Cafeteria
946,,['Fast Food'],Ajman Industrial Area,Al Mas Cafeteria
947,,['Fast Food'],Nuaimiya,Al Ruby Cafeteria
948,,"['Arabian', 'Middle Eastern', 'Bakery']",Al Rashidiya 2,Malek Halwit Al Jebin
949,,"['Arabian', 'Middle Eastern']","Marsa Ajman, Ajman Corniche",Sea Breeze Restaurant & Cafe
950,,"['Fast Food', 'Juices']",Ajman Industrial Area,Al Muheet Cafeteria
951,,"['Fast Food', 'Tea']",Nuaimiya,Karak Al Madina Cafeteria
952,,['Indian'],Ajman Industrial Area,Cafe Six (Al Qasba Cafeteria)
953,,['Cafe'],Al Hamidiya,Al Dewanya Coffee Shop
954,,['Indian'],Al Jurf Industrial Area,Bombay Lucky Restaurant
955,,"['Fast Food', 'Burger']",Al Hamidiya,Shai Al Hubbick Cafeteria
956,,"['Indian', 'South Indian', 'Kerala']",Al Rashidiya 3,Right Way Restaurant
957,,['Indian'],Al Muwaihat,Royal Garden
958,,"['Fast Food', 'Juices']",Al Zahra,Nashwan Cafeteria
959,,['Cafe'],Al Rashidiya 3,Samiramis Cafeteria and Coffee Shop
960,,"['Fast Food', 'Tea']",Ajman Industrial Area,Tea Bree
961,,['Fast Food'],Ajman Industrial Area,Naseeb Cafeteria
962,,"['American', 'Fast Food']",Al Zahra,Brittle
963,,"['Indian', 'Pakistani']",Al Jurf Industrial Area,Afdal Kitchen And Restaurant
964,,['Pakistani'],Ajman Industrial Area,Konoz Al Baher Restuarant And Sweets
965,,"['Bangladeshi', 'Indian']",Ajman Industrial Area,Al Zahra New Restaurant
966,,"['Fast Food', 'Beverages']",Nuaimiya,Miah Fil Miah Cafeteria
967,,"['Arabian', 'Middle Eastern', 'Lebanese']",Al Hamidiya,Al Sagheerh Pastry
968,,['Indian'],Ajman Industrial Area,Najam Al Sahara
969,,"['Tea', 'Fast Food']",Al Zahra,Shai Al Zafran Cafeteria
970,,"['South Indian', 'Pakistani']",Al Rashidiya 1,Tasty Buds
971,,['South Indian'],Al Nakhil,Zahrat Al Madina Restaurant
972,,['Cafe'],Al Rashidiya 1,Askisham
973,,['Fast Food'],Al Rashidiya 2,Sahar Cafeteria
974,,['Cafe'],Al Zahra,QSH Specialty Coffee
975,,"['Pizza', 'Italian']","Grand Centrale Mall, Al Jurf",NYC Pizza
976,,['Pakistani'],Ajman Industrial Area,Samer Restaurant
977,,"['Arabian', 'Middle Eastern', 'Grill']",Al Hamidiya,Hash W Nash
978,,['Bakery'],Al Jurf Industrial Area,Al Khayam Bakery & Sweets
979,,['Fast Food'],Al Bustan,Mazaya Cafeteria
980,,['Beverages'],Nuaimiya,House Of Green Tea
981,,['International'],"Marsa Ajman, Ajman Corniche",Diala
982,,['Indian'],Nuaimiya,Al Shami Cafeteria
983,,['Fast Food'],Al Zahra,New Fresh Burger
984,,"['Cafe', 'Fast Food']",Al Jurf Industrial Area,Arheb Caffe
985,,"['Fast Food', 'Juices']",Al Muwaihat,Real Estikana Cafeteria
986,,"['Pakistani', 'Indian']",Nuaimiya,Shams Al Nahar
987,,['Cafe'],Nuaimiya,Durwa Cafe
988,,"['Indian', 'South Indian']",Al Nakhil 1,Hala Restaurant
989,,"['North Indian', 'Indian']",Ajman Industrial Area,Peshawar Darbar Restaurant
990,,"['Fast Food', 'Juices']",Al Muwaihat,Awraq Al Shay
991,,['Middle Eastern'],Al Rashidiya 1,Al Ahreer
992,,"['Fast Food', 'Beverages']",Al Zahra,Al Thameed Cafeteria
993,,['Cafe'],Al Rashidiya 1,Al Habayeb Coffee Shop
994,,['Indian'],Al Nakhil 1,Noor Al Safa Restaurant
995,,['Indian'],Ajman Industrial Area,Galaxy Cafeteria
996,,"['Fast Food', 'Kerala']",Al Nakhil 1,Saif Humaid Cafeteria
997,,"['Indian', 'South Indian']",Ajman Industrial Area,Al Nkha Al Mumayaza
998,,['Cafe'],Al Bustan,Work Hub
999,,['Pakistani'],Al Jurf Industrial Area,Hanif Qureshi Restaurant
1000,,"['Indian', 'South Indian']",Ajman Industrial Area,Naseem Al Rabeeh Cafeteria
1001,,['Fast Food'],"Festival Land, Al Jurf Industrial Area",Karak Tea
1002,,"['Desserts', 'Arabian', 'Middle Eastern']",Al Zahra,Golden Kunafa
1003,,['Indian'],Al Nakhil,Hasna Cafeteria
1004,,"['Fast Food', 'Juices', 'Beverages']",Al Nakhil,SimSim Cafeteria
1005,,['Turkish'],Al Zahra,Al Tarboosh Al Lebnani
1006,,"['Fast Food', 'Beverages']",Al Nakhil 1,Hot Food Cafeteria
1007,,"['Fast Food', 'Juices', 'Burger']",Al Nakhil 1,Al Abeer Cafeteria
1008,,['Indian'],Al Rashidiya 2,Noor Al Sama Cafeteria
1009,,['Pakistani'],Nuaimiya,Shine Restaurant
1010,,"['Kerala', 'Fast Food', 'Juices']",Al Rashidiya 2,Anfal Al Madeena Cafeteria
1011,,['Fast Food'],Nuaimiya,Al Zain Cafeteria
1012,,"['Lebanese', 'Middle Eastern', 'Arabian']",Al Hamidiya,Arzet Lebanon Cafeteria
1013,,"['Fast Food', 'Juices']",Al Zahra,Time Out
1014,,"['Arabian', 'Middle Eastern', 'Indian', 'Fast Food', 'Chinese']",Al Jurf Industrial Area,Arabian Grill House
1015,,['Fast Food'],Al Zahra,Beanzo Cafeteria
1016,,"['Arabian', 'Middle Eastern']",Ajman Industrial Area,Zaithoon Al Wardah
1017,,"['Fast Food', 'Juices']",Ajman Industrial Area,Golden Leaves Cafeteria
1018,,['Fast Food'],Al Bustan,Badran Cafeteria
1019,,['Cafe'],Al Jurf,Gerard
1020,,['Sushi'],Al Hamidiya,Sushi Enab
1021,,"['Fast Food', 'Juices']",Ajman Industrial Area,Shay Nanaa Akhdher Cafeteria
1022,,"['Arabian', 'Middle Eastern']",Al Rashidiya 1,Al Tahoona Pastry
1023,,"['Fast Food', 'Juices']",Al Zahra,Cafeteria Sameeha
1024,,['Fast Food'],Al Zahra,Burger Time Cafeteria
1025,,['Pakistani'],Ajman Industrial Area,Taraheeb Restaurant & Cafeteria
1026,,"['Fast Food', 'Beverages']",Al Rashidiya 3,Shai Al Rehan
1027,,"['Fast Food', 'Juices']",Al Nakhil,Al Sadia Cafeteria
1028,,['Fast Food'],Al Jurf,Khely Shay
1029,,['Cafe'],Meshairef,Vue
