,cost_for_two,cuisines,locality,rest_name
357,,"['Bakery', 'Lebanese', 'Desserts', 'Arabian']",Al Taawun,Baker's House
358,,"['Asian', 'Thai', 'Chinese']",Al Majaz,Chinese Food House
359,,"['Arabian', 'Middle Eastern']",University City,Al Mathaq Al Dimashqi
360,,"['Indian', 'South Indian', 'Kerala', 'Chinese']",Industrial Area,Thrissur Sapphire
361,,"['Arabian', 'Middle Eastern', 'Iranian']","Sahara Centre, Al Nahda",Hatam Iranian Restaurant
362,,"['Arabian', 'Middle Eastern']",Al Majaz,Shawerma Mawal
363,,"['Fast Food', 'Burger']","Zero 6, University City",Burger Boutique
364,,['Fast Food'],Al Mahatah,Blue Star Cafeteria
365,,"['Mandi', 'Arabian', 'Middle Eastern', 'Yemeni']",Al Majaz,Qasr Saba Mandi Restaurant
366,,"['Cafe', 'Desserts', 'Beverages']",University City,Sweetopia Society Hub
367,,"['Asian', 'Japanese']",University City,Rice
368,,"['Indian', 'South Indian', 'Kerala']",Al Ghuwair,Three Stars Restaurant
369,,"['Indian', 'South Indian', 'Chinese']",Abu Shagara,Green House Vegetarian Restaurant
370,,"['Chinese', 'Thai', 'Asian']",Al Nud,Nom Nom Asia
371,,"['Indian', 'Arabian', 'Chinese', 'Filipino', 'Fast Food', 'Beverages']",Abu Shagara,Al Taif Restaurant
372,,"['Pakistani', 'Indian']",Muwailih Commercial,Delhi Karachi Restaurant
373,,"['Bakery', 'Desserts', 'Arabian', 'Middle Eastern']",Al Majaz,Lareen Sweets
374,,['Afghan'],Al Majaz,Al Kabab Al Afghani Al Raqi Restaurant
375,,"['Fast Food', 'Iranian']","Ansar Mall, Al Nahda",Iranian Guy's Restaurant
376,,['Cafe'],"Al Majaz Waterfront, Al Majaz 3",Caribou Coffee
377,,"['Arabian', 'Middle Eastern', 'Bakery']",Al Majaz,Nabaa Al Sham Pastry
378,,"['American', 'Burger']",University City,Volt
379,,['Beverages'],University City,Mishmish & Toot Juices
380,,"['Indian', 'South Indian', 'Kerala']",Muwailih Commercial,Malabar Thattukada
381,,['Cafe'],"Sahara Centre, Al Nahda",Portofino Patisserie & Cafe
382,,"['Kerala', 'South Indian', 'Seafood']",Abu Shagara,Yas Restaurant
383,,['Fast Food'],University City,Chicken Man
384,,"['Kerala', 'Fast Food', 'Beverages', 'Chinese']",Abu Shagara,Al Afrah Al Thahabya
385,,"['Ice Cream', 'Desserts']",Abu Shagara,Baskin Robbins
386,,"['Arabian', 'Middle Eastern']",Al Taawun,Dar Ward Restaurant - دار ورد
387,,"['Italian', 'International']",Al Majaz,Italian Restaurant
388,,"['Fast Food', 'Arabian', 'Middle Eastern']",University City,Van Sandwiches
389,,"['Mandi', 'Yemeni']",Al Mahatah,Al Yemen Mandi Restaurant
390,,"['Fast Food', 'Arabian', 'Middle Eastern']",University City,Van Sandwiches
391,,"['Mandi', 'Yemeni']",Al Mahatah,Al Yemen Mandi Restaurant
392,,"['Indian', 'Street Food']",Al Mujarrah,Methaq Alzafran Pastisserie
393,,"['Kerala', 'South Indian', 'Chinese', 'North Indian']",Al Mareija,Simple Food Restaurant
394,,"['Indian', 'Pakistani']",Al Majaz,Delhi Lahore Restaurant
395,,['Pakistani'],Al Nahda,Pak Darbar Restaurant (Najmat Peshawar Restaurant)
396,,"['South Indian', 'Kerala', 'Fast Food', 'North Indian', 'Chinese', 'Seafood', 'Biryani', 'Beverages']",Al Ghuwair,Taj Calicut
397,,"['Fast Food', 'Arabian', 'Middle Eastern']",Al Majaz,Al Farooj
398,,['Desserts'],University City,Mochi Japanese Ice Cream
399,,"['Desserts', 'Arabian', 'Middle Eastern', 'Beverages']",Al Majaz,Al Halabya Sweets
400,,"['Fast Food', 'Middle Eastern', 'Arabian']",Halwan Suburb,Al Led & Ramallah Cafeteria
401,,['Fast Food'],Al Taawun,Rukin Al Mishwar Restaurant
402,,"['Pakistani', 'Indian', 'North Indian', 'Mughlai', 'Biryani']",Al Nahda,Qasr Al Punjab
403,,"['Kerala', 'South Indian']",Muwailih Commercial,Gafoorka's Thattukada Restaurant (Al Bab Al Azraq...
404,,"['Fast Food', 'Burger', 'Desserts', 'Beverages']","Owais Building, Al Mujarrah",Al Toot Al Aswaad
405,,"['Arabian', 'Middle Eastern', 'Fast Food']","Sharjah City Centre, Industrial Area 1-6",Food Point Restaurant
406,,"['Desserts', 'Arabian', 'Middle Eastern']",Al Majaz,Al Samadi Sweets
407,,"['Fast Food', 'Burger']",University City,Traffic Burger
408,,"['Indian', 'South Indian', 'Kerala']",Al Nabba,Al Banadir
409,,"['Seafood', 'Singaporean', 'Chinese']",University City,Graffiti Burger
410,,"['Kerala', 'North Indian', 'Chinese']",Al Taawun,Thalassery Restaurant
411,,"['Arabian', 'Middle Eastern']",Abu Shagara,Farouj Al Sham
412,,['Street Food'],Al Nahda,Al Saqr Cafeteria
413,,"['Arabian', 'Middle Eastern', 'Lebanese']","Sahara Centre, Al Nahda",Laffah Restaurant
414,,"['Healthy Food', 'Fast Food']",University City,Wasfaty
415,,"['Biryani', 'Pakistani']",Al Riqqa Suburb,Al Hanouf Public Kitchen
416,,"['Juices', 'Desserts']",University City,Just Fresh Juice
417,,['American'],"Zawaya Walk, Mughaidir Suburb",Wingstop  - وينج ستوب
418,,"['Arabian', 'Middle Eastern']",Al Mujarrah,Omar Al Khayam
419,,['Fast Food'],University City,Al Sarab Cafeteria
420,,"['Desserts', 'Beverages']",Wasit Suburb,Belgium Waffles
421,,"['Bakery', 'Chinese', 'Continental', 'Indian']",Al Ghuwair,Caesars Confectionery
422,,"['Indian', 'Hyderabadi', 'Pakistani']",Al Majaz,Segma Restaurant
423,,"['Chinese', 'Nepalese', 'Fast Food']",Al Nahda,Momo World
424,,['Cafe'],"Sahara Centre, Al Nahda",Icons Coffee Couture
425,,"['Indian', 'North Indian', 'South Indian']","Sharjah City Centre, Industrial Area 1-6",Bombay Chowpatty
426,,"['Pakistani', 'Indian', 'North Indian']",Industrial Area,Pak Ghazi
427,,"['Lebanese', 'Arabian', 'Middle Eastern', 'Street Food']",Al Nahda,Ya Laziz
428,,['Juices'],Al Khan,Al Narang Juices - النارنج
429,,"['Fast Food', 'Juices']",Maysaloon,Al Zahra Cafeteria
430,,"['Arabian', 'Middle Eastern', 'Grill']",University City,Nthree
431,,['Fast Food'],Muwailih Commercial,Chutney Rolls Cafeteria
432,,"['South Indian', 'Kerala', 'Fast Food']",Al Nahda,The Tiffin Box
433,,"['Emirati', 'Arabian', 'Middle Eastern']","Sheraton Sharjah Beach Resort & Spa, Al Rifah",Arjwan
434,,"['Indian', 'Fast Food']",Al Mahatah,Mazeej Al Punjab Cafeteria
435,,['International'],University City,Wrapped
436,,"['Pakistani', 'Street Food']",Al Mujarrah,Pakistan Sweets
437,,"['American', 'Arabian', 'Fast Food', 'Beverages']",Al Nabba,Chick Shack (Rukn Shawarma)
438,,['Healthy Food'],Al Majaz,BLOOM Vegan Kitchen
439,,"['Indian', 'Fast Food']",Al Ghuwair,Gangotri Cafeteria
440,,['Fast Food'],Al Majaz,DineFast Restaurant
441,,"['Indian', 'North Indian', 'Chinese']",Al Nahda,J5 Restaurant
442,,"['Cafe', 'Coffee']",Al Majaz,Starbucks
443,,['Cafe'],"Al Qasba, Al Khan",Gerard- جيرارد
444,,"['Arabian', 'Middle Eastern']",Al Majaz,Bukhari Al Khaleej - بخاري الخليج
445,,"['Indian', 'Chinese', 'Beverages']",Al Nahda,Althaam Almumayaz Cafeteria
446,,"['Pakistani', 'Grill']",Muwailih Commercial,Dairah Restaurant
447,,"['Lebanese', 'Italian']",Khor Fakkan,Rebou Lebanon
448,,"['Indian', 'Chinese', 'Fast Food', 'Juices']",Abu Shagara,Sagar Cafeteria
449,,"['Indian', 'North Indian', 'Pakistani']",Abu Shagara,Madina Islamabad Restaurant
450,,"['Indian', 'Chinese', 'Fast Food', 'Juices']",Abu Shagara,Sagar Cafeteria
451,,"['Indian', 'North Indian', 'Pakistani']",Abu Shagara,Madina Islamabad Restaurant
452,,['Iranian'],Al Majaz,Al Harir
453,,['Afghan'],Al Nabba,Afghan Darbar Restaurant
454,,['Pakistani'],Al Mujarrah,Al Nawab Restaurant
455,,"['American', 'European']",Golf and Shooting Club,Twisted Olive Bistro
456,,['Filipino'],Al Nahda,Pinoy Chef
457,,['Fast Food'],Al Mareija,Sasu Cafeteria
458,,"['Cafe', 'Coffee']",University City,Hoof
459,,"['North Indian', 'Chinese', 'Kebab', 'Biryani', 'Beverages']",Al Riqqa Suburb,Blue Heron Restaurant
460,,"['Lebanese', 'Chinese', 'Indian', 'Fast Food']",Industrial Area,Eat & Drink Restaurant
461,,['Desserts'],University City,Papa Kanafa
462,,"['Fast Food', 'Burger']",University City,Just Burger
463,,"['Indian', 'North Indian']",Muwailih Commercial,Al Kerat Restaurant - مطعم القيراط
464,,"['Pizza', 'Italian']","Al Qasba, Al Khan",Mangiare
465,,['Fast Food'],Wasit Suburb,Huff & Puff
466,,"['Arabian', 'Middle Eastern', 'Lebanese', 'Street Food']",University City,BAK BAK Chicken
467,,"['Pakistani', 'Indian', 'North Indian', 'Biryani']",Al Shuwaihean,Ghazi
468,,"['Lebanese', 'Chinese', 'North Indian', 'Continental', 'Beverages']","Golden Tulip Hotel, Al Majaz",Tulip Restaurant - Golden Tulip
469,,['Fast Food'],Al Nud,Nice Burger Cafeteria
470,,"['Indian', 'Kerala', 'Chinese', 'Biryani']",Al Nahda,Cook Book Restaurant
471,,['Cafe'],"Sahara Centre, Al Nahda",Caffè Nero
472,,"['Indian', 'South Indian']",Muwailih Commercial,Rukn Al Raha Restaurant
473,,"['Desserts', 'Bakery']",University City,Mini Delights
474,,"['Fast Food', 'South Indian', 'Chinese']",Muwailih Commercial,Sun Birds Cafeteria
475,,"['Indian', 'Chinese', 'Biryani', 'Seafood', 'Beverages']",Al Majaz,Shawatee Al Jazeera Restaurant
476,,"['Fast Food', 'Pizza']","Sahara Centre, Al Nahda",Shakey's Pizza Parlor - شاكيز بيتزا...
477,,"['Grill', 'Juices']",Industrial Area,The Grill Street
478,,"['Indian', 'South Indian']",Al Nud,Sahad Al Rabiee
479,,"['Healthy Food', 'Salad']",University City,The Good Bowl
480,,"['Arabian', 'Middle Eastern', 'Bakery']",University City,Gulf Pastry
481,,"['Indian', 'Chinese', 'Filipino', 'Grill', 'Arabian', 'Juices']",Al Majaz,Rukn Al Mabrook Restaurant
482,,"['Biryani', 'Hyderabadi', 'Indian', 'Chinese']",Muwailih Commercial,Bahar Hyderabad
483,,"['Street Food', 'Indian']",Bu Tina,Burj Al Mas Cafeteria
484,,"['Middle Eastern', 'Arabian']",Al Majaz,Al Kabab Al Iraqi
485,,"['Kerala', 'South Indian', 'Indian', 'Juices']",Al Nahda,The Pickles Restaurant
486,,"['Arabian', 'Middle Eastern']",University City,Al Hattab Restaurant
487,,"['Bakery', 'Desserts', 'Beverages']",Muwailih Commercial,Honey Special Cake
488,,['Cafe'],University City,Gnad Cafe
489,,['Desserts'],Wasit Suburb,Freez
490,,"['Mandi', 'Arabian', 'Middle Eastern', 'Yemeni']",University City,Zam Zam Mandi
491,,"['Indian', 'North Indian', 'South Indian']",Industrial Area,India Star
492,,"['Arabian', 'Middle Eastern', 'Fast Food']",Al Nud,Al Sirath Restaurant & Grill
493,,"['European', 'Kebab']",Wasit Suburb,Ćevapi Bosnian Restaurant
494,,"['Pakistani', 'Indian', 'Hyderabadi']",Muwailih Commercial,Food Address Cafeteria
495,,['Chinese'],Al Nud,Chinese Star Restaurant
496,,"['Mandi', 'Middle Eastern', 'Yemeni']",Muwailih Commercial,Al Jalsah For Mandi
497,,"['Arabian', 'Middle Eastern', 'Desserts']",Al Majaz,Nabeel Nefisah Sweets
498,,"['Middle Eastern', 'Arabian']",Sharqan,Bilad Al Rafidain
499,,"['Indian', 'Chinese']",Al Nahda,Anwar Al Safa Restaurant
500,,"['Chinese', 'Hot Pot']",Al Majaz,Happy Grassland Shining  Restaurant
501,,"['Seafood', 'Grill']","Al Majaz Waterfront, Al Majaz 3",Spice Grill Seafood Restaurant
502,,"['North Indian', 'Street Food']",Al Shuwaihean,Lalit Restaurant
503,,"['Grill', 'Biryani']",Al Nahda,Famous Biryani and Tandoor
504,,['Bakery'],Muwailih Commercial,Bakelab
505,,"['Desserts', 'Bakery']",Al Mujarrah,Shakh Al Konafa
506,,"['Indian', 'North Indian', 'Street Food']",Al Nahda,Madinat Gokul Cafeteria
507,,"['Desserts', 'Bakery']",Al Nahda,Ammas Pastries
508,,"['Arabian', 'Lebanese', 'Middle Eastern']",Al Majaz,Tawook Lord
509,,"['Middle Eastern', 'Arabian', 'Fast Food']",Al Majaz,Pak Arab Chicken Tikka
510,,"['Fast Food', 'Arabian', 'Middle Eastern']",University City,Saj & Latheeth
511,,"['Nepalese', 'Indian']",Industrial Area,Qasar Al Yarmook (Catmandu Momo House)
512,,"['Egyptian', 'Grill']",University City,Arabesk
513,,['Fast Food'],Al Taawun,T4U - Tareeq Salalah Fast Food
514,,"['Lebanese', 'Arabian', 'Middle Eastern']",Al Mahatah,Falafil Al Shahroor
515,,"['Asian', 'Continental', 'Arabian', 'Cafe']","Citymax Hotel Sharjah, Abu Shagara",City Cafe - Citymax Hotel Sharjah
516,,"['South Indian', 'Kerala']","Safari Mall, Muwailih Commercial",Pathaayam
517,,"['Desserts', 'Beverages']",University City,Crepe N Crave
518,,"['Indian', 'North Indian', 'South Indian']",Al Shuwaihean,Al Sadiq Restaurant
519,,"['Afghan', 'Grill', 'Biryani']",Industrial Area,Rice And Grill
520,,"['Cafe', 'Arabian', 'Emirati', 'Middle Eastern']",Souq Al Shanasiyah,Arabian Tea House
521,,"['Indian', 'Fast Food']",Abu Shagara,Alam Al Shay
522,,"['Bakery', 'Desserts']",Industrial Area,Cake Hut
523,,"['Lebanese', 'Arabian', 'Grill', 'Fast Food']",Al Manakh,Al Farouj Al Lathith
524,,"['Arabian', 'Middle Eastern']",Al Jubail,Al Maskoof Al Iraqi Restaurant - مطعم...
525,,"['Fast Food', 'Burger']",University City,CHKN
526,,"['Fast Food', 'Indian', 'Arabian', 'Middle Eastern']",Al Ghuwair,Afrah Al Madina
527,,"['Sri Lankan', 'Chinese']",Al Nahda,Chef Lanka
528,,"['Sri Lankan', 'Fast Food']",Al Nahda,Miamix Restaurant( Malik Ak Bahr )
529,,"['Indian', 'South Indian', 'Chinese']",Muwailih Commercial,Qasar Calicut Restaurant
530,,"['Arabian', 'Middle Eastern']",Al Majaz,Dunia Al Rafidain - دنيا الرافدين
531,,"['Lebanese', 'Kebab']",Al Mareija,The Kebab Shop
532,,"['Filipino', 'Seafood']",Al Majaz,Menaa Marseille
533,,['Seafood'],University City,Al Qersh Seafood Restaurant
534,,"['Indian', 'North Indian', 'South Indian', 'Chinese']",Al Nud,Al Salwan Restaurant
535,,['Fast Food'],Al Majaz,Shams Al Mustaqbal Restaurant
536,,['Fast Food'],Al Nud,Bayt  Al Hara Cafeteria
537,,"['Fast Food', 'Burger', 'Pizza']","Grand Mall, Al Manakh",ChicKing
538,,['Afghan'],Al Jubail,Al Kabab Al Afghani Al Jadeed
539,,['Cafe'],University City,Zawaya Cafe
540,,['Cafe'],University City,Zawaya Cafe
541,,"['Pakistani', 'Indian', 'Mughlai', 'Grill']",Al Nud,Try Luck Restaurant
542,,"['Arabian', 'Middle Eastern', 'Fast Food', 'Juices']",Muwailih Commercial,Madinat Al Aroos
543,,['Fast Food'],Al Ghuwair,Al Bathriq Cafeteria
544,,['Chinese'],"Mega Mall, Abu Shagara",Hong Kong Chinese Restaurant
545,,['Pakistani'],Al Nahda,Najmat Pakistan Restaurant
546,,['Healthy Food'],Halwan Suburb,Healthy Choice
547,,['Mediterranean'],"Four Points by Sheraton, Al Nud",Yasmina - Four Points by Sheraton
548,,"['Fast Food', 'Grill', 'Indian', 'Juices']",University City,Golden Tasty Restaurant
549,,"['Arabian', 'Middle Eastern']",Al Majaz,Dar Al Eatemad
550,,"['Fast Food', 'Indian', 'Chinese', 'Juices']",Al Nahda,Qasr Al Nahda
551,,"['Desserts', 'Beverages', 'Cafe']",University City,Yummy in My Tummy
552,,['Desserts'],"Sahara Centre, Al Nahda",Brown Brick Cafe
553,,"['Desserts', 'Bakery']",University City,Monkey Cookies
554,,"['Arabian', 'Middle Eastern', 'Lebanese']",Al Majaz,Falafil Khalifa Cafeteria
555,,"['Bakery', 'Lebanese']",Industrial Area,Al Reef Lebanese Bakery
556,,"['Arabian', 'Middle Eastern', 'Street Food', 'Desserts']",Al Khan,Mahrosah Cafeteria And Sweets - كافتيريا و...
557,,['Pakistani'],Industrial Area,Mashawi Al Shaheen Kabab Cafeteria
558,,"['Arabian', 'Middle Eastern']",University City,Donya Al Sham
559,,"['Fast Food', 'Lebanese', 'Arabian', 'Middle Eastern']",Al Taawun,Al Ijaza Cafeteria - الاجازة كافتريا
560,,"['Chinese', 'Indian']",Al Nahda,Bombay Wok & Food
561,,"['Arabian', 'Middle Eastern']",Al Majaz,Al Yemen Al Fakhir Mandi Restaurant
562,,"['Arabian', 'Middle Eastern']",Al Nabba,Dar Al Seroor Restaurant
563,,"['North Indian', 'Indian']",University City,Indian Oven Restaurant
564,,"['Arabian', 'Middle Eastern', 'Lebanese']",University City,Fern El Balad
565,,"['Desserts', 'Beverages']","Al Qasba, Al Khan",Tasty Ooo's
566,,"['Indian', 'Chinese']","Four Points by Sheraton, Al Nud",Cheeky Chan - Four Points by Sheraton
567,,"['Indian', 'Kerala', 'South Indian']",Muwailih Commercial,Malabar Dine
568,,"['Fast Food', 'Arabian', 'Middle Eastern']",Al Majaz,Broasted Chicken House & Restaurant
569,,"['Indian', 'North Indian', 'Fast Food']",Industrial Area,Chicken Street
570,,"['Indian', 'Kerala', 'South Indian']",Muwailih Commercial,Malabar Dine
571,,"['Indian', 'North Indian', 'Fast Food']",Industrial Area,Chicken Street
572,,"['Fast Food', 'Indian', 'Grill', 'Juices']",Abu Shagara,House Of Grill
573,,"['Italian', 'Steak']","Sheraton Sharjah Beach Resort & Spa, Al Rifah",Gusti
574,,"['Desserts', 'Beverages', 'Ice Cream']",Al Majaz,Al Liwan
575,,['Fast Food'],Al Nahda,Arabian Fried Chicken (AFC)
576,,"['Italian', 'Desserts', 'Salad']","Zero 6, University City",Sapori
577,,"['Turkish', 'Arabian', 'Middle Eastern']",Al Taawun,Al Ikhlas Meat Shop
578,,['Fast Food'],Al Jubail,Al Beraimi Cafeteria
579,,"['Desserts', 'Bakery']",Halwan Suburb,Chocolala
580,,"['Indian', 'Afghan', 'Pakistani', 'Biryani', 'Desserts']",Al Ghuwair,Muhammad Faisal Restaurant & Sweets
581,,"['Fast Food', 'Burger']",Wasit Suburb,Mumtaz Chicken (MFC)
582,,"['Arabian', 'Mandi', 'Middle Eastern']",University City,Al Bait Al Najdi - بيت النجدي
583,,"['Cafe', 'Coffee']",University City,Drowsy Specialty Coffee
584,,"['Mandi', 'Yemeni']",Halwan Suburb,Al Mukkala Al Awal Mandi Restaurant
585,,"['Arabian', 'Mandi', 'Middle Eastern']",University City,Al Bait Al Najdi - بيت النجدي
586,,"['Cafe', 'Coffee']",University City,Drowsy Specialty Coffee
587,,"['Mandi', 'Yemeni']",Halwan Suburb,Al Mukkala Al Awal Mandi Restaurant
588,,['Fast Food'],"Sharjah City Centre, Industrial Area 1-6",VOX Cinemas
589,,"['Arabian', 'Fast Food']",Al Qulayaa,Shay Al Faham Cafeteria
590,,"['Arabian', 'Middle Eastern']",Al Majaz,Atyab Saj
591,,['Fast Food'],"Sharjah City Centre, Industrial Area 1-6",Wheel35 Pasta & Pizza
592,,"['Fast Food', 'Grill', 'Chinese', 'Indian']",Al Nahda,Al Anab Cafeteria
593,,"['Fast Food', 'Arabian', 'Middle Eastern']",Al Taawun,Tanor Zaman Pastry
594,,"['Mediterranean', 'Italian']","Sheraton Sharjah Beach Resort & Spa, Al Rifah",Al Qubtan
595,,"['Indian', 'South Indian', 'North Indian', 'Chinese']",Al Nahda,Taste & Care Restaurant
596,,"['Iranian', 'Kebab']",Maysaloon,Special Kabab
597,,"['Indian', 'North Indian', 'Hyderabadi', 'Chinese']",Al Nabba,Zehour Al Nabaa Restaurant
598,,"['Fast Food', 'Beverages']",University City,New Emirates Home
599,,"['Cafe', 'Arabian', 'Middle Eastern']",University City,Beyalah Cafe
600,,"['Indian', 'Nepalese', 'Chinese']",Muwailih Commercial,Noor Al Madeena
601,,['Cafe'],"Al Majaz Waterfront, Al Majaz 3",illy Caffè
602,,['Seafood'],"Al Qasba, Al Khan",Fish Corner
603,,['Desserts'],Al Majaz,Shahd Al Malekah Sweets
604,,"['Indian', 'North Indian', 'South Indian', 'Chinese']",Al Taawun,Dawar Al Tawoon
605,,"['Arabian', 'Middle Eastern']",Al Mareija,Diplomat Restaurant
606,,['Filipino'],Al Nahda,Max's Restaurant
607,,"['Arabian', 'Middle Eastern', 'Grill']",Al Taawun,Al Nakha Al Dimashqya Restaurant
608,,"['Indian', 'South Indian']",Al Ghuwair,Hamed Helw Restaurant (Geetar's)
609,,"['Mandi', 'Arabian', 'Middle Eastern', 'Yemeni']",Halwan Suburb,Hadhramout Public Restaurant
610,,['Italian'],University City,Al Salsa Al Italia
611,,"['Pakistani', 'Fast Food', 'Desserts']",Al Ghuwair,Nirala Sweets
612,,['Fast Food'],"Sharjah City Centre, Industrial Area 1-6",VOX Cinemas
613,,['Afghan'],Al Nasseriya,Al Kabab Al Laziz Al Afghani
614,,"['Arabian', 'Middle Eastern', 'Lebanese', 'Burger', 'Street Food']","Matajer Al Juraina, University City",Malak Al Tawouk - ملك الطاووق
615,,"['Indian', 'South Indian', 'North Indian']",Al Nud,Top Form Restaurant
616,,"['Fast Food', 'Indian', 'Chinese']",Al Nud,Sabeel Al Mashreq Restaurant
617,,"['Fast Food', 'Beverages']",Al Nahda,Hilal Al Nahda Cafeteria
618,,"['Indian', 'Street Food', 'Fast Food', 'Juices']",Abu Shagara,Bait Al Yasmeen Restaurant
619,,"['South Indian', 'Kerala', 'North Indian', 'Chinese', 'Beverages']",Maysaloon,Dar Al Rayan Restaurant
620,,"['Arabian', 'Middle Eastern']",Al Taawun,Foul W Hummus
621,,"['Arabian', 'Middle Eastern', 'Chinese', 'Indian']",Khor Fakkan,Al Mabrook
622,,"['Arabian', 'Middle Eastern']",Abu Shagara,Khairat Al Sham Pastry
623,,"['Egyptian', 'Seafood']",Al Nud,Al Hara Al Masriah Restaurant - مطعم...
624,,['Fast Food'],Al Majaz,Wings Factory
625,,"['Fast Food', 'Indian', 'Juices']",Al Taawun,Abraj Zam Zam
626,,"['Indian', 'Fast Food']",Al Mareija,Sumaya Restaurant
627,,['Syrian'],"The Grand Avenue, Al Nasseriya",Hay Al Qosur
628,,"['Seafood', 'Japanese']","Coral Beach Resort, Al Rifah",Casa' Samak - Coral Beach Resort
629,,"['Fast Food', 'Burger']",Muwailih Commercial,Chelsea Burger
630,,['Fast Food'],Al Majaz,Wings Factory
631,,"['Fast Food', 'Burger']",Muwailih Commercial,Chelsea Burger
632,,"['Indian', 'South Indian', 'Kerala', 'Chinese', 'Biryani']",University City,Asian Bowl Restaurant  (Najmat Al Reef )
633,,"['Arabian', 'Middle Eastern']",Al Qulayaa,Al Matbakh Al Kuwaiti Restaurant - المطبخ...
634,,"['Indian', 'Desserts']",Halwan Suburb,Sri Krishna Sweets
635,,"['Indian', 'Kerala']",Al Ghuwair,Al Reesha Cafeteria (Travancore Flavors)
636,,['Seafood'],"Sheraton Sharjah Beach Resort & Spa, Al Rifah",Marasea
637,,"['Pizza', 'Fast Food']",Halwan Suburb,Pizza Pan
638,,"['Fast Food', 'Beverages']",Al Majaz,My Tea
639,,"['Fast Food', 'Burger', 'Juices']",Industrial Area,Hot Cup Cafeteria
640,,"['Greek', 'Salad', 'Healthy Food', 'Grill']",Al Nud,El Greco
641,,"['Thai', 'Seafood']",University City,Junior Seafood
642,,['Bakery'],Wasit Suburb,Bake Al Arab
643,,"['Fast Food', 'Juices']",Al Majaz,New Marina Restaurant
644,,['Bakery'],Al Majaz,Shamseen Bakeries - مخابز الشمسين
645,,"['Cafe', 'Fast Food', 'Desserts']","Owais Building, Al Mujarrah",Mom's Cafe
646,,"['Arabian', 'Middle Eastern', 'Grill']",Industrial Area,Bait Al Mahashi
647,,"['South Indian', 'Chinese', 'Fast Food', 'North Indian', 'Beverages', 'Desserts']",Al Nahda,All Tasty Restaurant
648,,"['Indian', 'North Indian', 'South Indian']",Muwailih Commercial,Chennai Restaurant
649,,"['Bakery', 'Arabian', 'Middle Eastern']",Al Majaz,Al Ameer Lebanese Bakeries
650,,"['Arabian', 'Middle Eastern']",Khor Fakkan,Wadi Al Arayesh
651,,"['Arabian', 'Middle Eastern', 'Street Food', 'Lebanese']",Al Mirgab,Falafel Frayha - فلافل فريحة
652,,"['Biryani', 'Burger', 'Fast Food', 'Indian']",Al Nahda,Lulu Hypermarket
653,,['Pakistani'],Abu Shagara,Lahori Flavor Restaurant
654,,['Pakistani'],Industrial Area,Jumaira Public Kitchen
655,,"['Bakery', 'Lebanese']",Industrial Area,Al Reef Lebanese Bakery
656,,"['Middle Eastern', 'Arabian']",Al Majaz,Seroop
657,,"['Fast Food', 'Filipino']",Al Majaz,Al Dejaj Al Shahi
658,,"['Cafe', 'Brazilian', 'Healthy Food', 'Salad']",University City,The Acai Spot
659,,"['Bakery', 'Desserts']",Al Manakh,Al Reem Bakery
660,,"['Indian', 'Chinese', 'Fast Food', 'Beverages']",Industrial Area,Take Home (Al Hassa Al Saken)
661,,"['Indian', 'Fast Food']",Al Mareija,Cafeteria Al Khezana
662,,"['Arabian', 'Middle Eastern', 'Afghan']",Abu Shagara,Al Marasim Al Afghani Restaurant
663,,['Desserts'],Wasit Suburb,Bait Al Halweyat
664,,"['South Indian', 'Chinese', 'Fast Food']",Al Taawun,Ajwaa Al Khaleej
665,,"['Bakery', 'Desserts']",Al Nud,Daily Breads Bakery
666,,"['Fast Food', 'Beverages']",Al Nasseriya,Al Manhal Al Thahabi
667,,"['Indian', 'Biryani']",Abu Shagara,Bhai Kadai Biryani - بهاي كاداي برياني
668,,"['Seafood', 'Filipino', 'International']",Al Majaz,Nile Golden Fish
669,,"['Fast Food', 'Kerala', 'Chinese', 'Juices']",Al Nahda,Dar Al Nahda
670,,"['Fast Food', 'Juices']",Al Majaz,Chai Man
671,,"['Middle Eastern', 'Arabian', 'Fast Food']",Al Mirgab,Foul wa Falafel
672,,"['Healthy Food', 'International']",University City,Low Calories
673,,"['Fast Food', 'Arabian', 'Middle Eastern']",Al Majaz,Al Bait Al Dimashqi
674,,"['Indian', 'Chinese']",Al Nahda,Fajr Al Nahda
675,,['Pakistani'],Al Jubail,Fawaz
676,,['Fast Food'],Al Majaz,Al Barari Cafeteria
677,,"['Grill', 'Indian', 'Fast Food', 'Biryani']",Muwailih Commercial,Chicago Restaurant
678,,"['Indian', 'Pakistani']",Al Nud,Al Zanjabeel
679,,"['American', 'Fast Food']","Sharjah National Park, University City",Roads
680,,"['Fast Food', 'Arabian', 'Middle Eastern']",Al Shuwaihean,Madinat Zayed Restaurant
681,,"['Pakistani', 'Fast Food']",Al Majaz,Fathera Al Dajaj Cafeteria
682,,"['Bubble Tea', 'Beverages']",Abu Shagara,Ochado
683,,"['Cafe', 'Desserts']","Zero 6, University City",Godiva
684,,"['Indian', 'Pakistani', 'Biryani', 'Chinese', 'Grill']",Al Nabba,Al Ustath Restarant
685,,"['Indian', 'Kerala', 'Chinese']",Al Nahda,Calicut Kitchen
686,,"['Indian', 'South Indian', 'North Indian', 'Street Food']",Abu Shagara,Jay Somnath Cafeteria
687,,"['Arabian', 'Middle Eastern']",Al Nud,Al Manhal Al Fidhi Restaurant
