,cost_for_two,cuisines,locality,rest_name
688,,"['Pakistani', 'North Indian']",Al Mujarrah,Al Jabal Al Aali Pakistani Foods
689,,['Pakistani'],Al Ghuwair,Punjab Restaurant
690,,"['South Indian', 'Chinese', 'Fast Food']",Abu Shagara,Shambath Darbar Restaurant
691,,"['Thai', 'Seafood']",University City,Junior Seafood
692,,['Fast Food'],Al Nabba,Awafi Cafeteria
693,,['Kebab'],Muwailih Commercial,Kabab Muwaileh Cafeteria
694,,"['Indian', 'South Indian', 'Kerala']",Al Nud,Awraq Al Farawlah
695,,"['Filipino', 'Chinese']",Halwan Suburb,Canton Chinese Restaurant
696,,"['Arabian', 'Middle Eastern', 'Mandi']",Al Nasseriya,Sahil Al Makala
697,,"['Arabian', 'Middle Eastern']",Al Majaz,Al Mahashi
698,,"['Indian', 'South Indian', 'Kerala', 'Chinese', 'Biryani']",University City,Asian Bowl Restaurant  (Najmat Al Reef )
699,,"['Indian', 'Chinese']",Abu Shagara,Arminia
700,,"['Indian', 'Street Food', 'Juices']",Abu Shagara,Najmat Al Falah
701,,"['Street Food', 'Indian', 'Juices']",Muwailih Commercial,Spring Waves Cafe
702,,"['Middle Eastern', 'Arabian']",Bu Tina,Grand Restaurant
703,,['Lebanese'],Al Majaz,Al Sayad Restaurant
704,,"['Fast Food', 'Burger', 'Biryani', 'Juices']",Al Majaz,Al Baharat Al Tazejeh
705,,"['Fast Food', 'Juices']",Al Nahda,Al Mamourah Cafeteria
706,,"['Cafe', 'Healthy Food']",University City,Acai Hub Super Food Cafe
707,,"['Indian', 'Fast Food', 'Juices']",Al Majaz,Al Lulu Al Abyad
708,,"['Indian', 'Chinese']",Al Nahda,Al Manarah Cafeteria
709,,"['Fast Food', 'Juices', 'Indian', 'South Indian', 'Grill']",Al Majaz,Royal Taste Restaurant
710,,"['Pakistani', 'Arabian', 'Middle Eastern']",Al Majaz,Al Nakhalah Al Arabia
711,,['Cafe'],University City,Alwan Cafe
712,,"['Indian', 'Kerala', 'Fast Food', 'Juices']",Abu Shagara,Tasty Restaurant
713,,"['Arabian', 'Middle Eastern', 'Italian', 'American']",Al Majaz,Al Furn Al Shami Restaurant
714,,"['Pakistani', 'Indian', 'Bangladeshi']",Muwailih Commercial,Bab Al Madina
715,,"['Fast Food', 'Beverages']",University City,Tea Time
716,,"['Arabian', 'Middle Eastern']",University City,Koukh Al Shay
717,,"['Kerala', 'South Indian']",Industrial Area,Thalessery Restaurant
718,,"['North Indian', 'Chinese', 'Fast Food', 'Beverages']",Al Ghuwair,Dhaniya Cafeteria
719,,"['Fast Food', 'Juices']",Al Nahda,Al Ras Cafeteria
720,,['Cafe'],University City,Soft. Serve. Society
721,,['Chinese'],"Oasis Mall, Halwan Suburb",Hong Kong
722,,"['Pakistani', 'Indian', 'Biryani', 'North Indian']",Abu Shagara,Ghulam Mustafa Restaurant - غلام مصطفى
723,,['Fast Food'],Muwailih Commercial,Hormoz Cafeteria
724,,"['Indian', 'North Indian', 'Chinese']",Al Nahda,Bab Al Nahdah
725,,['Indian'],Al Ghuwair,City Darbar Restaurant
726,,"['Mediterranean', 'Grill', 'Seafood']","Occidental Sharjah Grand, Al Khan",La Bamba - Occidental Sharjah Grand
727,,['Pakistani'],Al Taawun,Al Fakhar Restaurant
728,,"['Indian', 'Chinese']",Abu Shagara,Food Palace
729,,"['Sushi', 'Salad']",University City,Deli Sushi
730,,"['Indian', 'Chinese']",Al Nahda,Burj Yas Restaurant
731,,"['South Indian', 'Chettinad', 'Chinese', 'Beverages']",Abu Shagara,Habat Al Aruz Restaurant (Arusuvai)
732,,['South Indian'],Abu Shagara,Bait Al Asal Restaurant (Habeeba Tamil)
733,,"['Indian', 'South Indian']",Al Ghuwair,Sayona Restaurant
734,,['Seafood'],Al Majaz,Al Sayad Al Bahree
735,,"['Lebanese', 'Street Food']",Industrial Area,Kris Kros Lebanon
736,,['Emirati'],University City,Ryoog Yadoo
737,,['Desserts'],"Zero 6, University City",Yogurtland
738,,"['Arabian', 'Middle Eastern']",Abu Shagara,Qasr Al Mansef Restaurant
739,,"['Indian', 'North Indian', 'South Indian', 'Hyderabadi']",University City,Qabala Restaurant
740,,['Cafe'],University City,Melt -The Affogato Cafe
741,,"['Indian', 'Pakistani', 'Bangladeshi', 'Chinese']",Al Nahda,Dar Al Bahar
742,,"['Fast Food', 'Indian', 'Grill', 'Chinese']",Abu Shagara,Mashaweer Cafeteria
743,,"['Cafe', 'Desserts']","Sahara Centre, Al Nahda",Rimini Cafe Gelateria
744,,['Lebanese'],Industrial Area,Leila
745,,"['Arabian', 'Middle Eastern']",Al Majaz,Mahashi Al Majaz
746,,"['Fast Food', 'Arabian', 'Middle Eastern']",Bu Tina,Al Tarbosh Al Shami Cafeteria
747,,"['Kerala', 'Grill', 'Fast Food', 'Juices']",Al Nahda,Hoot Al Nahda Cafeteria
748,,['Cafe'],"Mega Mall, Abu Shagara",Gloria Jean's Coffee
749,,"['Indian', 'South Indian', 'Chinese']",Al Majaz,Freej Al Majaz Restaurant
750,,['South Indian'],Al Manakh,Leena Deena Restaurant
751,,"['Fast Food', 'Beverages']",Abu Shagara,Osool Cafeteria
752,,"['Fast Food', 'Chinese', 'South Indian']",Al Nahda,Tareeq Al Zafaran
753,,"['Indian', 'Fast Food']",Abu Shagara,Big Bite
754,,['Fast Food'],Industrial Area,Sun Birds Cafeteria
755,,['Fast Food'],Al Nahda,Tab Cafe - Tareeq Al Barsha
756,,"['Fast Food', 'Beverages']",Al Nahda,Al Jazar Cafeteria
757,,"['Fast Food', 'Beverages']",Abu Shagara,Abu Shagara Cafeteria
758,,['Fast Food'],University City,Khabeer Al Shay Cafeteria
759,,"['Fast Food', 'Juices']",Al Taawun,Hamasat Cafeteria
760,,"['Arabian', 'Middle Eastern', 'Bakery']",Al Manakh,Al Sindbad Bakery
761,,"['Fast Food', 'Juices']",Abu Shagara,Al Haibah Cafeteria
762,,"['Indian', 'Chinese', 'Grill', 'BBQ']",Muwailih Commercial,Shater
763,,"['Mandi', 'Yemeni']",University City,Dar Al Mandi Restaurant
764,,"['Indian', 'North Indian', 'South Indian', 'Chinese']",Saif Zone,The Indian Corner
765,,['Fast Food'],Muwailih Commercial,Hadiqat Al Shay Cafeteria
766,,"['Pakistani', 'Grill']","Safeer Mall, Al Nahda",Dum Pukht
767,,"['Arabian', 'Middle Eastern', 'Fast Food', 'Grill', 'Beverages']",Industrial Area,Al Orchid Restaurant
768,,"['Indian', 'Fast Food', 'Biryani', 'Lebanese', 'Beverages']",Abu Shagara,Cafeteria Ahlan Wasahlan
769,,"['Turkish', 'Grill']",Al Taawun,Al Kabab Al Turky
770,,"['Arabian', 'Middle Eastern', 'Fast Food']","Sahara Centre, Al Nahda",Al Farooj Al Shami Restaurant
771,,"['Arabian', 'Middle Eastern']",Al Taawun,Al Musbah Al Thahbi
772,,"['Desserts', 'Cafe']","Zero 6, University City",Dip n Dip
773,,['Indian'],Muwailih Commercial,Al Iftar Restaurant
774,,"['North Indian', 'South Indian', 'Chinese', 'Biryani', 'Fast Food', 'Beverages']",Muwailih Commercial,Food Park Restaurant
775,,"['Fast Food', 'Burger']",University City,Truck Burger
776,,"['Fast Food', 'Beverages']",Al Nahda,Saqr Al Nahda Cafeteria
777,,"['Fast Food', 'Juices']",Al Mahatah,Hatan Cafeteria
778,,"['Arabian', 'Middle Eastern', 'Iranian']",Industrial Area,Lian Restaurant
779,,"['Pakistani', 'Biryani']",Industrial Area,Pak Sarhad Restaurant
780,,"['Arabian', 'Middle Eastern']",Al Majaz,Hummus Hummus
781,,"['Indian', 'Fast Food']",Al Nud,Al Zahra Al Malakia Cafeteria
782,,"['North Indian', 'South Indian', 'Chinese', 'Kerala']",Al Majaz,Al Areeq Restaurant
783,,['Fast Food'],Saif Zone,Rawdath Al Sham Cafeteria - كافتيريا...
784,,['Fast Food'],Al Mahatah,Taj Al Rolla Cafeteria
785,,"['Indian', 'Fast Food']",Al Manakh,Al Shahabi Cafeteria
786,,['Pakistani'],Al Ghuwair,Jabal Pakistan Restaurant
787,,['International'],"Oceanic Khorfakkan Resort & Spa, Khor Fakkan",Al Murjan - Oceanic Khorfakkan Resort & Spa
788,,"['Indian', 'South Indian', 'Kerala', 'Juices']",Al Majaz,Al Mustaqbal
789,,"['African', 'Biryani']",Industrial Area,Afghan Kabul Restaurant
790,,"['Arabian', 'Middle Eastern']",Al Manakh,Amoon Restaurant
791,,"['Fast Food', 'Juices']",Al Nahda,Al Zafran Al Asfar
792,,['Seafood'],"Al Majaz Waterfront, Al Majaz 3",Fish Gourmet Restaurant
793,,"['Arabian', 'Middle Eastern']",Al Majaz,Al Gahwa Al Shabiyyah
794,,"['Fast Food', 'Indian']",University City,Rukn Al Jurainah Cafe (Ithatha's Tea Club)
795,,"['Pakistani', 'Indian', 'Mughlai', 'Grill']",Muwailih Commercial,Taj Al Khair
796,,"['French', 'American', 'Continental']","Sharjah Ladies Club, Al Qulayaa",Lafeef Restaurant - Sharjah Ladies Club
797,,"['North Indian', 'South Indian']",Al Mujarrah,Noor Nahar Delhi
798,,"['South Indian', 'Kerala']",Bu Tina,Kanthari Restaurant (Al Withaq)
799,,"['Egyptian', 'Arabian', 'Middle Eastern']",Al Majaz,Teamah Cafeteria
800,,['Fast Food'],Muwailih Commercial,Al Dallah Al Fadhia
801,,"['Bakery', 'Lebanese', 'Desserts', 'French']",Al Qulayaa,Mille Feuille Patisserie
802,,['Fast Food'],Al Mahatah,Al Ruwais Cafeteria
803,,"['Pizza', 'Fast Food']",University City,Circle & Slices
804,,"['Arabian', 'Middle Eastern']",University City,Rustom Restaurant
805,,['Burger'],Wasit Suburb,Cheesy
806,,"['Kerala', 'Fast Food', 'South Indian']",Muwailih Commercial,Paal Chai
807,,['Cafe'],Khor Fakkan,Bavaria Cafe
808,,"['Fast Food', 'Juices']",Al Majaz,Al Sabar Cafeteria
809,,"['Indian', 'South Indian', 'Chinese']",Al Shuwaihean,Welcome Place Restaurant
810,,"['Fast Food', 'Beverages']",Al Majaz,Emirates Burger
811,,"['Indian', 'Chinese', 'Fast Food', 'Beverages']",Al Nahda,Al Muharak
812,,"['Arabian', 'Middle Eastern', 'Grill']",Al Majaz,Rokn Al Itemad
813,,"['Arabian', 'Middle Eastern', 'Street Food']",University City,Alpasha Gourmet
814,,"['Fast Food', 'Juices']",Al Majaz,Malik Al Karak Cafeteria
815,,['Fast Food'],Wasit Suburb,Al Raad Cafeteria
816,,"['Indian', 'North Indian']",Al Nud,Al Ruman Cafeteria
817,,"['Cafe', 'Juices', 'Desserts']",Al Nahda,Mango & Avocado
818,,"['Pakistani', 'Indian', 'North Indian']",Al Mareija,Zam Zam Restaurant
819,,['Cafe'],Industrial Area,Workspace Cafe
820,,"['Indian', 'South Indian', 'Kerala']",Bu Tina,Malabar Fast Food (Jebel Al Rams)
821,,"['Indian', 'South Indian']",Muwailih Commercial,Al Baldh Cafeteria
822,,"['Fast Food', 'Juices']",Sharqan,Luluat Maharath Al Bahar Cafeteria
823,,"['Cafe', 'Desserts']","Sharjah Ladies Club, Al Qulayaa",Collage Cafe - Sharjah Ladies Club
824,,"['Mandi', 'Yemeni']",Al Mahatah,The Red Sea (Al Bahr Al Ahmar Restaurant)
825,,['Bakery'],Muwailih Commercial,Papa Bake
826,,"['Fast Food', 'Juices']",Muwailih Commercial,Tea Park Zone
827,,"['Indian', 'South Indian', 'North Indian']",Abu Shagara,Wadi Al Beeh Restaurant
828,,['Fast Food'],Halwan Suburb,Jenan Cafeteria
829,,"['Fast Food', 'Middle Eastern']",Al Mareija,Shams Al Nahar
830,,"['Healthy Food', 'International']",University City,Be Healthy
831,,['Pakistani'],Al Taawun,Fasl Al Rabiee
832,,['Japanese'],Khor Fakkan,Sushi Box
833,,"['Arabian', 'Middle Eastern', 'Seafood', 'Grill']",University City,Tabaq Al Hejazi Al Raqi
834,,"['Fast Food', 'Juices']",Al Nahda,Full Wa Yasmeen Cafeteria
835,,"['Indian', 'Chinese', 'Grill', 'Fast Food']",Al Qulayaa,Hot Burger Restaurant Branch 11
836,,"['Fast Food', 'Beverages']",Industrial Area,Al Ghazal
837,,['Pakistani'],Industrial Area,Fakhr Sialkot Restaurant
838,,"['Arabian', 'Middle Eastern']",Saif Zone,Khalid Huriya Al Shabi - خالد حرية...
839,,['Fast Food'],Al Nahda,Tareeq Al Nahda Cafeteria
840,,"['Indian', 'Pakistani']",Al Nud,Taj Al Qasimiah Restaurant
841,,['Fast Food'],Halwan Suburb,Al Talaqy Cafeteria
842,,"['Arabian', 'Middle Eastern', 'Street Food']",University City,Qaser Alfalafil Cafeteria
843,,"['Pakistani', 'Biryani']",Abu Shagara,Khairat Al Madinah Restaurant
844,,"['Cafe', 'Arabian', 'Middle Eastern', 'Fast Food']","Marbella Resort, Al Majaz 1",Cafe Undici
845,,['Seafood'],Al Majaz,Al Sheraa Fisheries Center  - مركز الشراع...
846,,['Pakistani'],Al Khan,Najmat Al Khan Restaurant
847,,['Indian'],Industrial Area,Hari Om Restaurant
848,,"['Beverages', 'Ice Cream', 'Desserts', 'Fast Food']",Abu Shagara,Golden Fresh Tea Cafeteria
849,,['Fast Food'],Al Majaz,Al Falaj Cafeteria
850,,['Cafe'],"Sharjah City Centre, Industrial Area 1-6",MC Cafe
851,,"['Fast Food', 'Beverages']",Maysaloon,Zahrat Maysaloon
852,,['Mandi'],Al Khan,Reef Al Yemen Mandi
853,,['Juices'],"Sharjah City Centre, Industrial Area 1-6",Wowbel
854,,['Seafood'],"Sahara Centre, Al Nahda",Dampa Feast
855,,"['Fast Food', 'Middle Eastern']",Al Khan,Address
856,,"['Fast Food', 'Filipino']",Muwailih Commercial,Express Fried Chicken
857,,['Fast Food'],Halwan Suburb,Bab Al Khair Cafeteria
858,,['Pakistani'],Industrial Area,Sindh Palace Restaurant
859,,"['Indian', 'Street Food', 'Desserts']",Muwailih Commercial,Al Rafeeq Restaurant
860,,['Kerala'],Al Nabba,Taj Al Zaman Cafeteria
861,,['Chinese'],"Safari Mall, Muwailih Commercial",China Town
862,,"['Italian', 'Asian']",Saif Zone,Food Garden
863,,"['Desserts', 'Beverages']",Al Majaz,Malek Al Chocola
864,,"['Sri Lankan', 'South Indian']",Al Ghuwair,Al Khalaf Restaurant
865,,['Japanese'],"Sahara Centre, Al Nahda",Fujiyama
866,,"['Indian', 'Fast Food']",Al Mareija,New Cinema Cafeteria
867,,"['Arabian', 'Middle Eastern']",Maysaloon,Mkhbazh Al Yemen Restaurant
868,,"['Middle Eastern', 'Arabian']",University City,Bait Al Shawayah
869,,"['Fast Food', 'Juices']",Al Mareija,Wardat Al Andalus Cafeteria
870,,"['Indian', 'Chinese', 'Sri Lankan']",Al Nud,Highway Park
871,,"['American', 'Fast Food', 'Burger']","Zawaya Walk, Mughaidir Suburb",CaliBurger
872,,"['Pakistani', 'Indian']",Muwailih Commercial,Noor Al Mashriq Restaurant
873,,"['Seafood', 'Fast Food']",Al Majaz,Bur Said
874,,"['Indian', 'North Indian', 'South Indian', 'Arabian', 'Middle Eastern', 'Chinese']",Al Majaz,Al Majlis Restaurant
875,,"['Iranian', 'Arabian', 'Middle Eastern']",University City,Daraltikka
876,,['Italian'],"Coral Beach Resort, Al Rifah",Al Dente -  Coral Beach Resort
877,,"['Indian', 'North Indian', 'Pakistani']",Al Nahda,Tareeq Al Wadi Restaurant (Karachi Kanteen)
878,,"['Fast Food', 'South Indian', 'North Indian', 'Chinese', 'Biryani', 'Lebanese', 'Beverages']",Maysaloon,Nad Wasit Al Sareea Restaurant & Cafeteria
879,,"['Indian', 'Middle Eastern']",Abu Shagara,Sree Bhavan
880,,"['Syrian', 'Lebanese', 'Grill', 'Middle Eastern']",Industrial Area,Busaleh Restaurant
881,,['Syrian'],"Al Majaz Waterfront, Al Majaz 3",Qasar Halab Restaurant
882,,"['Indian', 'Chinese', 'Fast Food']",Muwailih Commercial,Al Ghasaq Restaurant
883,,"['Arabian', 'Middle Eastern']",Al Majaz,Al Ameed Cafeteria
884,,['Fast Food'],Saif Zone,Al Jah
885,,"['Arabian', 'Middle Eastern']",Al Majaz,Al Ameed Cafeteria
886,,"['Indian', 'Chinese', 'Fast Food']",Muwailih Commercial,Al Ghasaq Restaurant
887,,['Syrian'],"Al Majaz Waterfront, Al Majaz 3",Qasar Halab Restaurant
888,,"['Cafe', 'Desserts']",University City,Donuts Time
889,,['Fast Food'],Saif Zone,Al Jah
890,,"['Cafe', 'Coffee']","Sharjah International Airport, Saif Zone",Costa Coffee
891,,['Fast Food'],University City,Frankfurt Sandwich
892,,"['Indian', 'Mughlai']",Halwan Suburb,Bab Al Rayan
893,,['Cafe'],University City,Pulse Speciality Cafe
894,,"['Fast Food', 'Chinese']",Industrial Area,Al Manbar
895,,"['Fast Food', 'Grill', 'Juices']",Al Nud,Rukn Al Qasimia
896,,['South Indian'],Abu Shagara,Chennai Cookbook
897,,"['Fast Food', 'Juices']",Al Khan,Al Mutnawi Cafeteria
898,,"['Nepalese', 'Indian', 'Chinese']",Abu Shagara,Shams Al Arab
899,,"['North Indian', 'South Indian', 'Biryani']",Abu Shagara,Biryani Bhavan
900,,"['International', 'American', 'Middle Eastern', 'Steak']","Occidental Sharjah Grand, Al Khan",Al Meena - Occidental Sharjah Grand
901,,['Cafe'],Sharqan,Fairmont Cafe
902,,"['Fast Food', 'Juices']",Al Mujarrah,Sea Shell Light Cafeteria
903,,['Fast Food'],Al Nahda,Al Dejaj Al Shahi Fast Food
904,,"['Indian', 'Biryani']",University City,Art Of Spices
905,,['Indian'],Muwailih Commercial,Royal Spice
906,,"['Fast Food', 'Burger', 'Beverages']","The Grand Avenue, Al Nasseriya",Let's Zinger
907,,"['Pakistani', 'Indian']",Al Majaz,Bab Al Hadiqa
908,,"['Cafe', 'Desserts']",University City,Local Cookies
909,,"['Indian', 'North Indian']",Halwan Suburb,Al Hudaibiah
910,,"['Cafe', 'Middle Eastern', 'Arabian']","Sheraton Sharjah Beach Resort & Spa, Al Rifah",Al Mahatta Lounge
911,,"['Fast Food', 'Arabian', 'Middle Eastern']",Al Soor,Rukn Al Zaafran Cafeteria
912,,"['Indian', 'South Indian', 'North Indian']",Al Majaz,Al Ertiqa Restaurant
913,,"['Indian', 'South Indian']",Al Nasseriya,Al Abar
914,,['Fast Food'],Wasit Suburb,Al Kawakeb
915,,['Fast Food'],Al Taawun,Texas Burger
916,,"['Fast Food', 'Juices']",University City,Aseer & Shawarma Cafeteria
917,,['Cafe'],University City,Brooks Cafe
918,,['Fast Food'],Wasit Suburb,Nad Wasit Cafeteria
919,,"['North Indian', 'South Indian', 'Biryani']",Abu Shagara,Biryani Bhavan
920,,['Fast Food'],Al Majaz,Al Shahiq Cafeteria
921,,"['Healthy Food', 'Beverages', 'Juices']","Sahara Centre, Al Nahda",Fruit Punch
922,,['Pakistani'],Halwan Suburb,Pak Darbar (Majlis Pakistan)
923,,"['Fast Food', 'Beverages']",Bu Tina,Al Azeemah
924,,"['Lebanese', 'Arabian', 'Middle Eastern', 'Grill']",Al Taawun,BBQ House
925,,"['Fast Food', 'Beverages']",Abu Shagara,Niajra Cafeteria
926,,"['Afghan', 'Fast Food', 'Beverages']",Industrial Area,Mazare Shareef
927,,"['Indian', 'South Indian']",Al Majaz,Al Wesoul Cafeteria
928,,['Egyptian'],Al Taawun,Asl Al Koshary
929,,"['Indian', 'South Indian']",Al Majaz,Al Wesoul Cafeteria
930,,"['Fast Food', 'Beverages']","The Grand Avenue, Al Nasseriya",Shay Al Sham Cafeteria
931,,['Egyptian'],Al Taawun,Asl Al Koshary
932,,"['Indian', 'Chinese']",Al Nahda,Arous Al Wadi
933,,['Fast Food'],Wasit Suburb,Baked Potato
934,,"['Arabian', 'Pakistani']",Al Rifah,Marco Polo - Verona Resort
935,,"['Arabian', 'Middle Eastern']",Al Mirgab,Falafel Al Talaah
936,,"['Fast Food', 'Middle Eastern', 'Arabian']",Al Majaz,Abu Al-Joud Cafeteria
937,,['Pakistani'],Muwailih Commercial,Pakistan City Restaurant
938,,"['Arabian', 'Middle Eastern', 'Fast Food']",Al Nasseriya,Red Motor Shawarma
939,,['Fast Food'],Al Ghuwair,Nobel Cafeteria
940,,"['Grill', 'Fast Food', 'Lebanese', 'Middle Eastern']",Al Majaz,Al Abdallah Chicken
941,,['Arabian'],"Novotel Sharjah Expo Centre Hotel, Al Taawun",Tahi - Novotel Sharjah Expo Centre Hotel
942,,"['Indian', 'Cafe', 'Tea']","Aljada by ARADA, University City",Project Chaiwala
943,,['Cafe'],University City,Mizan Cafe
944,,"['Desserts', 'Ice Cream', 'Beverages']",Wasit Suburb,Forty Fruity
945,,"['Indian', 'South Indian', 'Bengali']",Al Nahda,Noor Al Nabaah Restaurant
946,,"['Continental', 'Arabian']",Al Nud,Al Maha Restaurant
947,,['Indian'],Abu Shagara,Luluat Al Madina Cafeteria
948,,['Pakistani'],Al Manakh,Al Naseeb
949,,"['Indian', 'South Indian', 'North Indian', 'Pakistani']",Al Nud,Al Meraya Restaurant
950,,['Fast Food'],Wasit Suburb,Graffiti Burger
951,,['Fast Food'],Al Nahda,Zahrat Al Zaytoon Cafeteria
952,,['Fast Food'],Al Nud,Al Sorour Bakeries
953,,['Pakistani'],Abu Shagara,Bab Abu Shagarah Restaurant
954,,['Pakistani'],Al Khan,Al Madina Al Taibah
955,,"['Desserts', 'Iranian']",Al Jubail,Afrina Iranian Sweets
956,,['Fast Food'],Sharqan,Shai Farijna Cafeteria
957,,"['Pakistani', 'Indian', 'Fast Food']",Industrial Area,Food Master Restaurant
958,,['Fast Food'],Industrial Area,Al Balqan Cafeteria
959,,"['Pakistani', 'Indian', 'Fast Food']",Industrial Area,Food Master Restaurant
960,,"['Fast Food', 'Beverages']",Al Riqqa Suburb,Maharat Al Emarat Cafeteria
961,,"['Arabian', 'Middle Eastern', 'Grill']",Abu Shagara,Semsem & Zaatar
962,,"['Japanese', 'Sushi']",Industrial Area,Kuizinn
963,,"['Arabian', 'Middle Eastern', 'Mandi']",Al Ghuwair,Qadeem Aldar Mandi Restaurant
964,,"['Fast Food', 'Beverages']",Maleha & Around,Al Tabiah Cafeteria
965,,"['Arabian', 'Middle Eastern', 'Mandi']",Al Nud,Sawahil Adan Mandi
966,,['Sri Lankan'],Al Nud,Lakdev Sri Lankan Restaurant
967,,"['South Indian', 'Fast Food', 'Grill', 'Juices']",Al Shuwaihean,Al Murooj Cafeteria
968,,['Pakistani'],Al Mujarrah,Al Aroz Al Bukhari
969,,['Healthy Food'],University City,Love Diet Food
970,,"['Bakery', 'Arabian', 'Middle Eastern']",Al Mujarrah,Al Naseeb Al Jayed Sweets
971,,"['Fast Food', 'Juices']",University City,Sayed Al Shay
972,,"['Arabian', 'Middle Eastern']",Al Majaz,Al Sajaya
973,,['Fast Food'],Wasit Suburb,Al Faal Cafeteria
974,,"['Desserts', 'Bakery']","Sharjah City Centre, Industrial Area 1-6",Gelato Divino
975,,"['Pakistani', 'Arabian', 'Middle Eastern']",Halwan Suburb,Muhammad Ghous Restaurant
976,,"['Fast Food', 'Kerala', 'Chinese']",Al Ghuwair,Al Ramz Al Thahabi Cafeteria
977,,"['Desserts', 'Beverages']",Al Majaz,Scoopy Juices
978,,"['Cafe', 'Coffee']",Al Majaz,Olabi Coffee
979,,"['Bakery', 'Desserts']",University City,Memz Bites
980,,"['Indian', 'Pakistani']",Maysaloon,Sheaab Al Madina
981,,"['Arabian', 'Middle Eastern']",Abu Shagara,Malak Al Falafil Cafeteria
982,,"['Bakery', 'Fast Food', 'Desserts']",Industrial Area,Dibba Modern Bakery
983,,"['Arabian', 'Middle Eastern', 'Fast Food']",Halwan Suburb,Emirates Public Kitchen
984,,['Yemeni'],University City,Hadramout Public Restaurant
985,,['Afghan'],Al Nabba,Al Mathaq Al Afghani
986,,['Pakistani'],Abu Shagara,Jebal Pakistan Restaurant
987,,"['Cafe', 'Beverages']",University City,Cofina Cafe
988,,"['Emirati', 'Arabian', 'Middle Eastern']",University City,Mhala Al Dar
989,,"['Indian', 'South Indian']",Al Nud,Zabeel Restaurant
990,,"['Arabian', 'Middle Eastern', 'Fast Food', 'Street Food']",Al Majaz,Raseef 7
991,,['Fast Food'],Muwailih Commercial,Layali Al Mansourah Cafeteria
992,,"['BBQ', 'Iranian', 'Beverages']",Industrial Area,Barbeque Kabab
993,,"['Mexican', 'Fast Food']",University City,Taco District
994,,"['Seafood', 'Arabian', 'Middle Eastern']",University City,Fish Basket
995,,"['Arabian', 'Middle Eastern']",University City,Qumasha
996,,['Fast Food'],University City,Dukkan Batata
997,,['Cafe'],Maleha & Around,Racks Board Game Cafe
998,,"['Indian', 'South Indian']",Muwailih Commercial,Curry Pot (Al Najm Al Lamie)
999,,['Arabian'],The Chedi Al Bait,The Arabic Restaurant - The Chedi Al Bait Sharjah
1000,,"['American', 'Burger', 'Fast Food']",University City,iBurger International
1001,,"['Pakistani', 'Indian']",Al Ghuwair,Al Hur Restaurant
1002,,"['Arabian', 'Middle Eastern', 'Fast Food', 'Grill']","Zawaya Walk, Mughaidir Suburb",Mashakeek
1003,,"['Mandi', 'Arabian', 'Middle Eastern']",Khor Fakkan,Bab Al Yaman Mandi Restaurant
1004,,"['Indian', 'Chinese', 'Grill', 'Juices']",Abu Shagara,Wahat Al Shareq
1005,,"['Mandi', 'Arabian', 'Middle Eastern']",Khor Fakkan,Bab Al Yaman Mandi Restaurant
1006,,"['Fast Food', 'North Indian', 'Tea']",Al Nahda,Huston Cafeteria
1007,,['Fast Food'],Al Nud,Lulu Al Jazeera
1008,,"['Fast Food', 'Juices']",Al Nud,Al Jeyad Cafeteria
1009,,"['Fast Food', 'Beverages']",University City,Tea Point
1010,,['Fast Food'],Industrial Area,Emirates Flower Cafeteria
1011,,['Cafe'],University City,Not A Space
1012,,['Egyptian'],Al Manakh,Al Hoot
1013,,['Filipino'],Abu Shagara,Filipino Grill Restaurant
1014,,"['Beverages', 'Bubble Tea']","Sahara Centre, Al Nahda",Bubee Drinks Cafe
1015,,"['Arabian', 'Middle Eastern']",University City,Mathaq Al Hijaz
1016,,['Fast Food'],University City,Victoria Cafe
1017,,"['Arabian', 'Middle Eastern']",Al Mujarrah,Al Shabab & Al Kabab
1018,,"['Ice Cream', 'Desserts']","Zero 6, University City",Wonderbee
1019,,"['Fast Food', 'Grill', 'Desserts']",Al Majaz,Rice & Chicken
1020,,['Cafe'],Al Majaz,Noor Cafe
1021,,['Fast Food'],Wasit Suburb,Sports Cafeteria
1022,,"['Biryani', 'Indian', 'Juices']","Sharjah International Airport, Saif Zone",Mumbai Spices
1023,,"['Arabian', 'Middle Eastern', 'Italian']",Khor Fakkan,Marbella
1024,,['Burger'],University City,Burger & Fries
1025,,['Fast Food'],Al Shuwaihean,Al Awama Cafeteria
1026,,"['Beverages', 'Bubble Tea']","Sahara Centre, Al Nahda",Bubee Drinks Cafe
1027,,"['Pakistani', 'Grill', 'Biryani']",Industrial Area,Shams Pakistan Restaurant
1028,,['Fast Food'],Industrial Area,Bombay Gate
1029,,"['Bakery', 'Cafe']",University City,iBakery
1030,,['Fast Food'],Muwailih Commercial,Qasr Al Noor
1031,,"['Arabian', 'Middle Eastern']",Industrial Area,Alkout Kuwaiti Food Restaurant
1032,,"['Desserts', 'Arabian', 'Middle Eastern']",Al Majaz,Arafat Sweets
1033,,['Fast Food'],Al Ghuwair,Burj Al Rahmanya Cafeteria
1034,,['Fast Food'],Al Ghuwair,Burj Al Rahmanya Cafeteria
1035,,['Cafe'],Khor Fakkan,Kakaw Café
1036,,"['Fast Food', 'Juices']",Industrial Area,Al Muhtaram Cafeteria
1037,,"['Arabian', 'Middle Eastern']",Al Majaz,Dhiya Al Sham
